pregunta,respuesta
amrita,"immortality; also, the nectar conferring immortality.-ambrosial; immortal."
amsel,alt. of amzel
amuck,in a frenzied and reckless manner.
amulet,"an ornament, gem, or scroll, or a package containing a relic, etc., worn as a charm or preservative against evils or mischief, such as diseases and witchcraft, and generally inscribed with mystic forms or characters. [also used figuratively.]"
amuletic,of or pertaining to an amulet; operating as a charm.
amurcous,full off dregs; foul.
amusable,capable of being amused.
amuse,"to occupy or engage the attention of; to lose in deep thought; to absorb; also, to distract; to bewilder.-to entertain or occupy in a pleasant manner; to stir with pleasing or mirthful emotions; to divert.-to keep in expectation; to beguile; to delude.-to muse; to mediate."
amused,"of amuse-diverted.-expressing amusement; as, an amused look."
amusement,deep thought; muse.-the state of being amused; pleasurable excitement; that which amuses; diversion.
amuser,one who amuses.
amusette,"a light field cannon, or stocked gun mounted on a swivel."
amusing,"of amuse-giving amusement; diverting; as, an amusing story."
amusive,having power to amuse or entertain the mind; fitted to excite mirth.
amy,a friend.
amyelous,wanting the spinal cord.
amygdalaceous,"akin to, or derived from, the almond."
amygdalate,"pertaining to, resembling, or made of, almonds.-an emulsion made of almonds; milk of almonds.-a salt amygdalic acid."
amygdalic,"of or pertaining to almonds; derived from amygdalin; as, amygdalic acid."
amygdaliferous,almond-bearing.
amygdalin,"a glucoside extracted from bitter almonds as a white, crystalline substance."
amygdaline,"of, pertaining to, or resembling, almonds."
amygdaloid,"a variety of trap or basaltic rock, containing small cavities, occupied, wholly or in part, by nodules or geodes of different minerals, esp. agates, quartz, calcite, and the zeolites. when the imbedded minerals are detached or removed by decomposition, it is porous, like lava.-alt. of amygdaloidal"
amygdaloidal,"almond-shaped.-pertaining to, or having the nature of, the rock amygdaloid."
amyl,"a hydrocarbon radical, c5h11, of the paraffine series found in amyl alcohol or fusel oil, etc."
amylaceous,pertaining to starch; of the nature of starch; starchy.
amylate,a compound of the radical amyl with oxygen and a positive atom or radical.
amylene,"one of a group of metameric hydrocarbons, c5h10, of the ethylene series. the colorless, volatile, mobile liquid commonly called amylene is a mixture of different members of the group."
amylic,"pertaining to, or derived from, amyl; as, amylic ether."
amylobacter,a microorganism (bacillus amylobacter) which develops in vegetable tissue during putrefaction.
amyloid,alt. of amyloidal-a non-nitrogenous starchy food; a starchlike substance.-the substance deposited in the organs in amyloid degeneration.
amyloidal,resembling or containing amyl; starchlike.
amylolytic,"effecting the conversion of starch into soluble dextrin and sugar; as, an amylolytic ferment."
amylose,"one of the starch group (c6h10o5)n of the carbohydrates; as, starch, arabin, dextrin, cellulose, etc."
amyous,wanting in muscle; without flesh.
amyss,"same as amice, a hood or cape."
amzel,the european ring ousel (turdus torquatus).
an,"this word is properly an adjective, but is commonly called the indefinite article. it is used before nouns of the singular number only, and signifies one, or any, but somewhat less emphatically. in such expressions as  ""twice an hour,"" ""once an age,"" a shilling an ounce  (see 2d a, 2), it has a distributive force, and is equivalent to each, every.-if; -- a word used by old english authors."
an 't,"an it, that is, and it or if it. see an, conj."
an't,a contraction for are and am not; also used for is not; -- now usually written ain't.
ana,"of each; an equal quantity; as, wine and honey, ana (or, contracted, aa), / ij., that is, of wine and honey, each, two ounces."
ana-,"a prefix in words from the greek, denoting up, upward, throughout, backward, back, again, anew."
anabaptism,the doctrine of the anabaptists.
anabaptist,a name sometimes applied to a member of any sect holding that rebaptism is necessary for those baptized in infancy.
anabaptistic,alt. of anabaptistical
anabaptistical,"relating or attributed to the anabaptists, or their doctrines."
anabaptistry,"the doctrine, system, or practice, of anabaptists."
anabaptize,"to rebaptize; to rechristen; also, to rename."
anabas,"a genus of fishes, remarkable for their power of living long out of water, and of making their way on land for considerable distances, and for climbing trees; the climbing fishes."
anabasis,"a journey or expedition up from the coast, like that of the younger cyrus into central asia, described by xenophon in his work called ""the anabasis.""-the first period, or increase, of a disease; augmentation."
anabatic,"pertaining to anabasis; as, an anabatic fever."
anabolic,"pertaining to anabolism; an anabolic changes, or processes, more or less constructive in their nature."
anabolism,"the constructive metabolism of the body, as distinguished from katabolism."
anacamptic,"reflecting of reflected; as, an anacamptic sound (and echo)."
anacamptically,"by reflection; as, echoes are sound produced anacamptically."
anacamptics,"the science of reflected light, now called catoptrics.-the science of reflected sounds."
anacanthini,alt. of anacanths
anacanthous,"spineless, as certain fishes."
anacanths,"a group of teleostean fishes destitute of spiny fin-rays, as the cod."
anacardiaceous,"belonging to, or resembling, a family, or order, of plants of which the cashew tree is the type, and the species of sumac are well known examples."
anacardic,"pertaining to, or derived from, the cashew nut; as, anacardic acid."
anacardium,a genus of plants including the cashew tree. see cashew.
anacathartic,producing vomiting or expectoration.-an anacathartic medicine; an expectorant or an emetic.
anacharis,"a fresh-water weed of the frog's-bit family (hydrocharidaceae), native to america. transferred to england it became an obstruction to navigation. called also waterweed and water thyme."
anachoret,alt. of anachoretical
anachoretical,"see anchoret, anchoretic."
anachorism,an error in regard to the place of an event or a thing; a referring something to a wrong place.
anachronic,alt. of anachronical
anachronical,"characterized by, or involving, anachronism; anachronistic."
anachronism,"a misplacing or error in the order of time; an error in chronology by which events are misplaced in regard to each other, esp. one by which an event is placed too early; falsification of chronological relation."
anachronistic,erroneous in date; containing an anachronism.
anachronize,"to refer to, or put into, a wrong time."
anachronous,containing an anachronism; anachronistic.
anaclastic,"produced by the refraction of light, as seen through water; as, anaclastic curves.-springing back, as the bottom of an anaclastic glass."
anaclastics,that part of optics which treats of the refraction of light; -- commonly called dioptrics.
anacoenosis,a figure by which a speaker appeals to his hearers or opponents for their opinion on the point in debate.
anacoluthic,lacking grammatical sequence.
anacoluthon,a want of grammatical sequence or coherence in a sentence; an instance of a change of construction in a sentence so that the latter part does not syntactically correspond with the first part.
anaconda,"a large south american snake of the boa family (eunectes murinus), which lives near rivers, and preys on birds and small mammals. the name is also applied to a similar large serpent (python tigris) of ceylon."
anacreontic,"pertaining to, after the manner of, or in the meter of, the greek poet anacreon; amatory and convivial.-a poem after the manner of anacreon; a sprightly little poem in praise of love and wine."
anacrotic,pertaining to anachronism.
anacrotism,"a secondary notch in the pulse curve, obtained in a sphygmographic tracing."
anacrusis,a prefix of one or two unaccented syllables to a verse properly beginning with an accented syllable.
anadem,a garland or fillet; a chaplet or wreath.
anadiplosis,"a repetition of the last word or any prominent word in a sentence or clause, at the beginning of the next, with an adjunct idea; as, ""he retained his virtues amidst all his misfortunes -- misfortunes which no prudence could foresee or prevent."""
anadrom,a fish that leaves the sea and ascends rivers.
anadromous,"ascending rivers from the sea, at certain seasons, for breeding, as the salmon, shad, etc.-tending upwards; -- said of terns in which the lowest secondary segments are on the upper side of the branch of the central stem."
anaemia,a morbid condition in which the blood is deficient in quality or in quantity.
anaemic,of or pertaining to anaemia.
anaerobic,"relating to, or like, anaerobies; anaerobiotic."
anaerobies,"microorganisms which do not require oxygen, but are killed by it."
anaerobiotic,"related to, or of the nature of, anaerobies."
anaesthesia,entire or partial loss or absence of feeling or sensation; a state of general or local insensibility produced by disease or by the inhalation or application of an anaesthetic.
anaesthesis,see anaesthesia.
anaesthetic,"capable of rendering insensible; as, anaesthetic agents.-characterized by, or connected with, insensibility; as, an anaesthetic effect or operation.-that which produces insensibility to pain, as chloroform, ether, etc."
anaesthetization,"the process of anaesthetizing; also, the condition of the nervous system induced by anaesthetics."
anaesthetize,to render insensible by an anaesthetic.
anaglyph,"any sculptured, chased, or embossed ornament worked in low relief, as a cameo."
anaglyphic,alt. of anaglyphical-work chased or embossed relief.
anaglyphical,pertaining to the art of chasing or embossing in relief; anaglyptic; -- opposed to diaglyptic or sunk work.
anaglyptic,"relating to the art of carving, enchasing, or embossing in low relief."
anaglyptics,"the art of carving in low relief, embossing, etc."
anaglyptograph,"an instrument by which a correct engraving of any embossed object, such as a medal or cameo, can be executed."
anaglyptographic,"of or pertaining to anaglyptography; as, anaglyptographic engraving."
anaglyptography,"the art of copying works in relief, or of engraving as to give the subject an embossed or raised appearance; -- used in representing coins, bas-reliefs, etc."
anagnorisis,the unfolding or denouement.
anagoge,an elevation of mind to things celestial.-the spiritual meaning or application; esp. the application of the types and allegories of the old testament to subjects of the new.
anagogic,alt. of anagogical
anagogical,"mystical; having a secondary spiritual meaning; as, the rest of the sabbath, in an anagogical sense, signifies the repose of the saints in heaven; an anagogical explication."
anagogics,"mystical interpretations or studies, esp. of the scriptures."
anagogy,same as anagoge.
anagram,"literally, the letters of a word read backwards, but in its usual wider sense, the change or one word or phrase into another by the transposition of its letters. thus galenus becomes angelus; william noy (attorney-general to charles i., and a laborious man) may be turned into i moyl in law.-to anagrammatize."
anagrammatic,alt. of anagrammatical
anagrammatical,"pertaining to, containing, or making, an anagram."
anagrammatism,the act or practice of making anagrams.
anagrammatist,a maker anagrams.
anagrammatize,"to transpose, as the letters of a word, so as to form an anagram."
anagraph,an inventory; a record.
anakim,alt. of anaks
anaks,a race of giants living in palestine.
anal,"pertaining to, or situated near, the anus; as, the anal fin or glands."
analcime,"a white or flesh-red mineral, of the zeolite family, occurring in isometric crystals. by friction, it acquires a weak electricity; hence its name."
analcite,analcime.
analecta,a collection of literary fragments.
analectic,"relating to analects; made up of selections; as, an analectic magazine."
analects,alt. of analecta
analemma,"an orthographic projection of the sphere on the plane of the meridian, the eye being supposed at an infinite distance, and in the east or west point of the horizon.-an instrument of wood or brass, on which this projection of the sphere is made, having a movable horizon or cursor; -- formerly much used in solving some common astronomical problems.-a scale of the sun's declination for each day of the year, drawn across the torrid zone on an artificial terrestrial globe."
analepsis,alt. of analepsy
analepsy,"recovery of strength after sickness.-a species of epileptic attack, originating from gastric disorder."
analeptic,restorative; giving strength after disease.-a restorative.
analgesia,absence of sensibility to pain.
anallagmatic,not changed in form by inversion.
anallantoic,"without, or not developing, an allantois."
anallantoidea,"the division of vertebrata in which no allantois is developed. it includes amphibians, fishes, and lower forms."
analogal,analogous.
analogic,of or belonging to analogy.
analogical,"founded on, or of the nature of, analogy; expressing or implying analogy.-having analogy; analogous."
analogically,in an analogical sense; in accordance with analogy; by way of similitude.
analogicalness,quality of being analogical.
analogies,of analogy
analogism,an argument from the cause to the effect; an a priori argument.-investigation of things by the analogy they bear to each other.
analogist,"one who reasons from analogy, or represent, by analogy."
analogize,"to employ, or reason by, analogy."
analogon,analogue.
analogous,having analogy; corresponding to something else; bearing some resemblance or proportion; -- often followed by to.
analogue,"that which is analogous to, or corresponds with, some other thing.-a word in one language corresponding with one in another; an analogous term; as, the latin ""pater"" is the analogue of the english ""father.""-an organ which is equivalent in its functions to a different organ in another species or group, or even in the same group; as, the gill of a fish is the analogue of a lung in a quadruped, although the two are not of like structural relations.-a species in one genus or group having its characters parallel, one by one, with those of another group.-a species or genus in one country closely related to a species of the same genus, or a genus of the same group, in another: such species are often called representative species, and such genera, representative genera."
analogy,"a resemblance of relations; an agreement or likeness between things in some circumstances or effects, when the things are otherwise entirely different. thus, learning enlightens the mind, because it is to the mind what light is to the eye, enabling it to discover things before hidden.-a relation or correspondence in function, between organs or parts which are decidedly different.-proportion; equality of ratios.-conformity of words to the genius, structure, or general rules of a language; similarity of origin, inflection, or principle of pronunciation, and the like, as opposed to anomaly."
analyse,alt. of analyser
analyser,"same as analyze, analyzer, etc."
analyses,of analysis
analysis,"a resolution of anything, whether an object of the senses or of the intellect, into its constituent or original elements; an examination of the component parts of a subject, each separately, as the words which compose a sentence, the tones of a tune, or the simple propositions which enter into an argument. it is opposed to synthesis.-the separation of a compound substance, by chemical processes, into its constituents, with a view to ascertain either (a) what elements it contains, or (b) how much of each element is present. the former is called qualitative, and the latter quantitative analysis.-the tracing of things to their source, and the resolving of knowledge into its original principles.-the resolving of problems by reducing the conditions that are in them to equations.-a syllabus, or table of the principal heads of a discourse, disposed in their natural order.-a brief, methodical illustration of the principles of a science. in this sense it is nearly synonymous with synopsis.-the process of ascertaining the name of a species, or its place in a system of classification, by means of an analytical table or key."
analyst,"one who analyzes; formerly, one skilled in algebraical geometry; now commonly, one skilled in chemical analysis."
analytic,alt. of analytical
analytical,"of or pertaining to analysis; resolving into elements or constituent parts; as, an analytical experiment; analytic reasoning; -- opposed to synthetic."
analytically,in an analytical manner.
analytics,the science of analysis.
analyzable,that may be analyzed.
analyzation,"the act of analyzing, or separating into constituent parts; analysis."
analyze,"to subject to analysis; to resolve (anything complex) into its elements; to separate into the constituent parts, for the purpose of an examination of each separately; to examine in such a manner as to ascertain the elements or nature of the thing examined; as, to analyze a fossil substance; to analyze a sentence or a word; to analyze an action to ascertain its morality."
analyzed,of analyze
analyzer,"one who, or that which, analyzes.-the part of a polariscope which receives the light after polarization, and exhibits its properties."
analyzing,of analyze
anamese,"of or pertaining to anam, to southeastern asia.-a native of anam."
anamnesis,a recalling to mind; recollection.
anamnestic,"aiding the memory; as, anamnestic remedies."
anamniotic,"without, or not developing, an amnion."
anamorphism,"a distorted image.-a gradual progression from one type to another, generally ascending."
anamorphosis,"a distorted or monstrous projection or representation of an image on a plane or curved surface, which, when viewed from a certain point, or as reflected from a curved mirror or through a polyhedron, appears regular and in proportion; a deformation of an image.-same as anamorphism, 2.-a morbid or monstrous development, or change of form, or degeneration."
anamorphosy,same as anamorphosis.
anan,an expression equivalent to what did you say? sir? eh?
ananas,the pineapple (ananassa sativa).
anandrous,"destitute of stamens, as certain female flowers."
anangular,containing no angle.
anantherous,destitute of anthers.
ananthous,destitute of flowers; flowerless.
anapaest,alt. of anapaestic
anapaestic,"same as anapest, anapestic."
anapest,"a metrical foot consisting of three syllables, the first two short, or unaccented, the last long, or accented (/ / -); the reverse of the dactyl. in latin d/-/-tas, and in english in-ter-vene#, are examples of anapests.-a verse composed of such feet."
anapestic,"pertaining to an anapest; consisting of an anapests; as, an anapestic meter, foot, verse.-anapestic measure or verse."
anapestical,anapestic.
anaphora,a repetition of a word or of words at the beginning of two or more successive clauses.
anaphrodisia,absence of sexual appetite.
anaphrodisiac,same as antaphrodisiac.
anaphroditic,produced without concourse of sexes.
anaplastic,of or pertaining to anaplasty.
anaplasty,the art of operation of restoring lost parts or the normal shape by the use of healthy tissue.
anaplerotic,filling up; promoting granulation of wounds or ulcers.-a remedy which promotes such granulation.
anapnograph,a form of spirometer.
anapnoic,relating to respiration.
anapodeictic,not apodeictic; undemonstrable.
anapophysis,an accessory process in many lumbar vertebrae.
anaptichi,of anaptychus
anaptotic,"having lost, or tending to lose, inflections by phonetic decay; as, anaptotic languages."
anaptychus,"one of a pair of shelly plates found in some cephalopods, as the ammonites."
anarch,the author of anarchy; one who excites revolt.
anarchal,lawless; anarchical.
anarchic,alt. of anarchical
anarchical,"pertaining to anarchy; without rule or government; in political confusion; tending to produce anarchy; as, anarchic despotism; anarchical opinions."
anarchism,the doctrine or practice of anarchists.
anarchist,an anarch; one who advocates anarchy of aims at the overthrow of civil government.
anarchize,to reduce to anarchy.
anarchy,"absence of government; the state of society where there is no law or supreme power; a state of lawlessness; political confusion.-hence, confusion or disorder, in general."
anarthropoda,"one of the divisions of articulata in which there are no jointed legs, as the annelids; -- opposed to arthropoda."
anarthropodous,having no jointed legs; pertaining to anarthropoda.
anarthrous,"used without the article; as, an anarthrous substantive.-without joints, or having the joints indistinct, as some insects."
anas,"a genus of water fowls, of the order anseres, including certain species of fresh-water ducks."
anasarca,"dropsy of the subcutaneous cellular tissue; an effusion of serum into the cellular substance, occasioning a soft, pale, inelastic swelling of the skin."
anasarcous,"belonging, or affected by, anasarca, or dropsy; dropsical."
anastaltic,styptic.
anastate,"one of a series of substances formed, in secreting cells, by constructive or anabolic processes, in the production of protoplasm; -- opposed to katastate."
anastatic,pertaining to a process or a style of printing from characters in relief on zinc plates.
anastomose,"to inosculate; to intercommunicate by anastomosis, as the arteries and veins."
anastomoses,of anastomosis
anastomosing,of anastomose
anastomosis,"the inosculation of vessels, or intercommunication between two or more vessels or nerves, as the cross communication between arteries or veins."
anastomotic,of or pertaining to anastomosis.
anastomozed,of anastomose
anastrophe,"an inversion of the natural order of words; as, echoed the hills, for, the hills echoed."
anathema,"a ban or curse pronounced with religious solemnity by ecclesiastical authority, and accompanied by excommunication. hence: denunciation of anything as accursed.-an imprecation; a curse; a malediction.-any person or thing anathematized, or cursed by ecclesiastical authority."
anathemas,of anathema
anathematic,alt. of anathematical
anathematical,"pertaining to, or having the nature of, an anathema."
anathematism,anathematization.
anathematization,"the act of anathematizing, or denouncing as accursed; imprecation."
anathematize,to pronounce an anathema against; to curse. hence: to condemn publicly as something accursed.
anathematized,of anathematize
anathematizer,one who pronounces an anathema.
anathematizing,of anathematize
anatifa,"an animal of the barnacle tribe, of the genus lepas, having a fleshy stem or peduncle; a goose barnacle. see cirripedia."
anatifae,of anatifa
anatifer,same as anatifa.
anatiferous,"producing ducks; -- applied to anatifae, under the absurd notion of their turning into ducks or geese. see barnacle."
anatine,of or pertaining to the ducks; ducklike.
anatocism,compound interest.
anatomic,alt. of anatomical
anatomical,"of or relating to anatomy or dissection; as, the anatomic art; anatomical observations."
anatomically,in an anatomical manner; by means of dissection.
anatomies,of anatomy
anatomism,"the application of the principles of anatomy, as in art.-the doctrine that the anatomical structure explains all the phenomena of the organism or of animal life."
anatomist,"one who is skilled in the art of anatomy, or dissection."
anatomization,the act of anatomizing.
anatomize,"to dissect; to cut in pieces, as an animal vegetable body, for the purpose of displaying or examining the structure and use of the several parts.-to discriminate minutely or carefully; to analyze."
anatomized,of anatomize
anatomizer,a dissector.
anatomizing,of anatomize
anatomy,"the art of dissecting, or artificially separating the different parts of any organized body, to discover their situation, structure, and economy; dissection.-the science which treats of the structure of organic bodies; anatomical structure or organization.-a treatise or book on anatomy.-the act of dividing anything, corporeal or intellectual, for the purpose of examining its parts; analysis; as, the anatomy of a discourse.-a skeleton; anything anatomized or dissected, or which has the appearance of being so."
anatreptic,overthrowing; defeating; -- applied to plato's refutative dialogues.
anatron,native carbonate of soda; natron.-glass gall or sandiver.-saltpeter.
anatropal,alt. of anatropous
anatropous,"having the ovule inverted at an early period in its development, so that the chalaza is as the apparent apex; -- opposed to orthotropous."
anatto,same as annotto.
anbury,alt. of ambury
ancestor,"one from whom a person is descended, whether on the father's or mother's side, at any distance of time; a progenitor; a fore father.-an earlier type; a progenitor; as, this fossil animal is regarded as the ancestor of the horse.-one from whom an estate has descended; -- the correlative of heir."
ancestorial,ancestral.
ancestorially,with regard to ancestors.
ancestral,"of, pertaining to, derived from, or possessed by, an ancestor or ancestors; as, an ancestral estate."
ancestress,a female ancestor.
ancestry,"condition as to ancestors; ancestral lineage; hence, birth or honorable descent.-a series of ancestors or progenitors; lineage, or those who compose the line of natural descent."
anchor,"a iron instrument which is attached to a ship by a cable (rope or chain), and which, being cast overboard, lays hold of the earth by a fluke or hook and thus retains the ship in a particular station.-any instrument or contrivance serving a purpose like that of a ship's anchor, as an arrangement of timber to hold a dam fast; a contrivance to hold the end of a bridge cable, or other similar part; a contrivance used by founders to hold the core of a mold in place.-fig.: that which gives stability or security; that on which we place dependence for safety.-an emblem of hope.-a metal tie holding adjoining parts of a building together.-carved work, somewhat resembling an anchor or arrowhead; -- a part of the ornaments of certain moldings. it is seen in the echinus, or egg-and-anchor (called also egg-and-dart, egg-and-tongue) ornament.-one of the anchor-shaped spicules of certain sponges; also, one of the calcareous spinules of certain holothurians, as in species of synapta.-to place at anchor; to secure by an anchor; as, to anchor a ship.-to fix or fasten; to fix in a stable condition; as, to anchor the cables of a suspension bridge.-to cast anchor; to come to anchor; as, our ship (or the captain) anchored in the stream.-to stop; to fix or rest.-an anchoret."
anchor-hold,"the hold or grip of an anchor, or that to which it holds.-hence: firm hold: security."
anchorable,fit for anchorage.
anchorage,"the act of anchoring, or the condition of lying at anchor.-a place suitable for anchoring or where ships anchor; a hold for an anchor.-the set of anchors belonging to a ship.-something which holds like an anchor; a hold; as, the anchorages of the brooklyn bridge.-something on which one may depend for security; ground of trust.-a toll for anchoring; anchorage duties.-abode of an anchoret."
anchorate,anchor-shaped.
anchored,"of anchor-held by an anchor; at anchor; held safely; as, an anchored bark; also, shaped like an anchor; forked; as, an anchored tongue.-having the extremities turned back, like the flukes of an anchor; as, an anchored cross."
anchoress,a female anchoret.
anchoret,alt. of anchorite
anchoretic,alt. of anchoretical
anchoretical,pertaining to an anchoret or hermit; after the manner of an anchoret.
anchoretish,hermitlike.
anchoretism,the practice or mode of life of an anchoret.
anchoring,of anchor
anchorite,"one who renounces the world and secludes himself, usually for religious reasons; a hermit; a recluse.-same as anchoret."
anchoritess,an anchoress.
anchorless,without an anchor or stay. hence: drifting; unsettled.
anchovy,"a small fish, about three inches in length, of the herring family (engraulis encrasicholus), caught in vast numbers in the mediterranean, and pickled for exportation. the name is also applied to several allied species."
anchovy pear,"a west indian fruit like the mango in taste, sometimes pickled; also, the tree (grias cauliflora) bearing this fruit."
anchusin,a resinoid coloring matter obtained from alkanet root.
anchylose,to affect or be affected with anchylosis; to unite or consolidate so as to make a stiff joint; to grow together into one.
anchylosed,of anchylose
anchylosing,of anchylose
anchylosis,alt. of ankylosis
anchylotic,of or pertaining to anchylosis.
ancient,"old; that happened or existed in former times, usually at a great distance of time; belonging to times long past; specifically applied to the times before the fall of the roman empire; -- opposed to modern; as, ancient authors, literature, history; ancient days.-old; that has been of long duration; of long standing; of great age; as, an ancient forest; an ancient castle.-known for a long time, or from early times; -- opposed to recent or new; as, the ancient continent.-dignified, like an aged man; magisterial; venerable.-experienced; versed.-former; sometime.-those who lived in former ages, as opposed to the moderns.-an aged man; a patriarch. hence: a governor; a ruler; a person of influence.-a senior; an elder; a predecessor.-one of the senior members of the inns of court or of chancery.-an ensign or flag.-the bearer of a flag; an ensign."
anciently,in ancient times.-in an ancient manner.
ancientness,the quality of being ancient; antiquity; existence from old times.
ancientry,"antiquity; what is ancient.-old age; also, old people.-ancient lineage; ancestry; dignity of birth."
ancienty,age; antiquity.-seniority.
ancile,"the sacred shield of the romans, said to have-fallen from heaven in the reign of numa. it was the palladium of rome."
ancillary,"subservient or subordinate, like a handmaid; auxiliary."
ancille,a maidservant; a handmaid.
ancipital,alt. of ancipitous
ancipitous,"two-edged instead of round; -- said of certain flattened stems, as those of blue grass, and rarely also of leaves."
ancistroid,hook-shaped.
ancle,see ankle.
ancome,"a small ulcerous swelling, coming suddenly; also, a whitlow."
ancon,"the olecranon, or the elbow.-alt. of ancone"
anconal,alt. of anconeal
ancone,"the corner or quoin of a wall, cross-beam, or rafter.-a bracket supporting a cornice; a console."
anconeal,of or pertaining to the ancon or elbow.
ancones,of ancon
anconeus,a muscle of the elbow and forearm.
anconoid,elbowlike; anconal.
ancony,"a piece of malleable iron, wrought into the shape of a bar in the middle, but unwrought at the ends."
and,"a particle which expresses the relation of connection or addition. it is used to conjoin a word with a word, a clause with a clause, or a sentence with a sentence.-in order to; -- used instead of the infinitival to, especially after try, come, go.-it is sometimes, in old songs, a mere expletive.-if; though. see an, conj."
andabatism,doubt; uncertainty.
andalusite,"a silicate of aluminium, occurring usually in thick rhombic prisms, nearly square, of a grayish or pale reddish tint. it was first discovered in andalusia, spain."
andante,"moving moderately slow, but distinct and flowing; quicker than larghetto, and slower than allegretto.-a movement or piece in andante time."
andantino,rather quicker than andante; between that allegretto.
andarac,red orpiment.
andean,pertaining to the andes.
andesine,a kind of triclinic feldspar found in the andes.
andesite,"an eruptive rock allied to trachyte, consisting essentially of a triclinic feldspar, with pyroxene, hornblende, or hypersthene."
andine,"andean; as, andine flora."
andiron,"a utensil for supporting wood when burning in a fireplace, one being placed on each side; a firedog; as, a pair of andirons."
andranatomy,"the dissection of a human body, especially of a male; androtomy."
androecium,the stamens of a flower taken collectively.
androgynal,"uniting both sexes in one, or having the characteristics of both; being in nature both male and female; hermaphroditic.-bearing both staminiferous and pistilliferous flowers in the same cluster."
androgyne,an hermaphrodite.-an androgynous plant.
androgynism,union of both sexes in one individual; hermaphroditism.
androgynous,alt. of androgynal
androgyny,alt. of androgynism
android,alt. of androides-resembling a man.
androides,a machine or automaton in the form of a human being.
andromeda,"a northern constellation, supposed to represent the mythical andromeda.-a genus of ericaceous flowering plants of northern climates, of which the original species was found growing on a rock surrounded by water."
andron,the apartment appropriated for the males. this was in the lower part of the house.
andropetalous,"produced by the conversion of the stamens into petals, as double flowers, like the garden ranunculus."
androphagi,cannibals; man-eaters; anthropophagi.
androphagous,anthropophagous.
androphore,a support or column on which stamens are raised.-the part which in some siphonophora bears the male gonophores.
androsphinx,a man sphinx; a sphinx having the head of a man and the body of a lion.
androspore,"a spore of some algae, which has male functions."
androtomous,having the filaments of the stamens divided into two parts.
androtomy,"dissection of the human body, as distinguished from zootomy; anthropotomy."
anear,near.-to near; to approach.
aneath,beneath.
anecdotage,anecdotes collectively; a collection of anecdotes.
anecdotal,"pertaining to, or abounding with, anecdotes; as, anecdotal conversation."
anecdote,unpublished narratives.-a particular or detached incident or fact of an interesting nature; a biographical incident or fragment; a single passage of private life.
anecdotic,alt. of anecdotical
anecdotical,"pertaining to, consisting of, or addicted to, anecdotes."
anecdotist,one who relates or collects anecdotes.
anelace,same as anlace.
anele,to anoint.-to give extreme unction to.
anelectric,not becoming electrified by friction; -- opposed to idioelectric.-a substance incapable of being electrified by friction.
anelectrode,the positive pole of a voltaic battery.
anelectrotonus,the condition of decreased irritability of a nerve in the region of the positive electrode or anode on the passage of a current of electricity through it.
anemogram,a record made by an anemograph.
anemograph,an instrument for measuring and recording the direction and force of the wind.
anemographic,produced by an anemograph; of or pertaining to anemography.
anemography,"a description of the winds.-the art of recording the direction and force of the wind, as by means of an anemograph."
anemology,the science of the wind.
anemometer,an instrument for measuring the force or velocity of the wind; a wind gauge.
anemometric,alt. of anemometrical
anemometrical,of or pertaining to anemometry.
anemometrograph,an anemograph.
anemometry,the act or process of ascertaining the force or velocity of the wind.
anemone,"a genus of plants of the ranunculus or crowfoot family; windflower. some of the species are cultivated in gardens.-the sea anemone. see actinia, and sea anemone."
anemonic,"an acrid, poisonous, crystallizable substance, obtained from, the anemone, or from anemonin."
anemonin,"an acrid, poisonous, crystallizable substance, obtained from some species of anemone."
anemony,see anemone.
anemorphilous,fertilized by the agency of the wind; -- said of plants in which the pollen is carried to the stigma by the wind; wind-fertilized.
anemoscope,"an instrument which shows the direction of the wind; a wind vane; a weathercock; -- usually applied to a contrivance consisting of a vane above, connected in the building with a dial or index with pointers to show the changes of the wind."
anencephalic,alt. of anencephalous
anencephalous,without a brain; brainless.
anenst,alt. of anent
anent,"over against; as, he lives anent the church.-about; concerning; in respect; as, he said nothing anent this particular."
anenterous,destitute of a stomach or an intestine.
aneroid,containing no liquid; -- said of a kind of barometer.-an aneroid barometer.
anes,once.
anesthesia,alt. of anesthetic
anesthetic,"same as anaesthesia, anaesthetic."
anet,"the herb dill, or dillseed."
anethol,"a substance obtained from the volatile oils of anise, fennel, etc., in the form of soft shining scales; -- called also anise camphor."
anetic,soothing.
aneurism,"a soft, pulsating, hollow tumor, containing blood, arising from the preternatural dilation or rupture of the coats of an artery."
aneurismal,"of or pertaining to an aneurism; as, an aneurismal tumor; aneurismal diathesis."
anew,"over again; another time; in a new form; afresh; as, to arm anew; to create anew."
anfractuose,"anfractuous; as, anfractuose anthers."
anfractuosities,of anfractuosity
anfractuosity,"a state of being anfractuous, or full of windings and turnings; sinuosity.-a sinuous depression or sulcus like those separating the convolutions of the brain."
anfractuous,"winding; full of windings and turnings; sinuous; tortuous; as, the anfractuous spires of a born."
anfracture,a mazy winding.
angariation,exaction of forced service; compulsion.
angeiology,alt. of angeiotomy
angeiotomy,"same as angiology, angiotomy, etc."
