pregunta,respuesta
What percentage of three-point field goals did he shoot?,37.9 percent
What was the record for most consecutive 20 point games in 2005-06?,23
Mills became the first Indigenous Australian to be a flag bearer when he carried the Australian flag alongside what swimmer?,Cate Campbell
On what date did Butler record 18 rebounds?,December 10
Where did the team quickly make themselves at home?,HemisFair Arena
When did he sign with the Jiangsu Dragons in China?,October 2011
What team lost the 1997 championship game?,Houston Comets
On what date did Davis score a career-high 43 points?,November 22
What team did Unseld play for in his college career?,freshman
What was the result of a potential game-tying finger roll by Ewing?,a loss to the Indiana Pacers
What did Durant leave the arena on?,crutches
On what date did Green sign with the Denver Nuggets?,"August 12, 2021"
"When did Nash & Young appear with The Beastie Boys, Tenacious D, and Relentless7?","November 2, 2008"
What is the Mountain West Conference known as?,the MW
How many Blazer rookies have won the NBA Rookie of the Year award?,Three
How many free throws did Tracy McGrady make in one game?,18
How many NCAA Tournament appearances have the UAB Blazers made in less than 30 years?,13
Who did Allen Iverson share his cover with on issue 115?,Carmelo Anthony
Who recognized Burke as one of the best point guards in the nation?,CBSSports.com
Who replaced Williams?,Bill Laimbeer
What was the estimated cost of Cameron Indoor Stadium?,"$400,000"
What did he do to correctly answer each question?,Flight Time
What was the name of the point guard traded by the Celtic team?,Isaiah Thomas
When was the national basketball league first organized for play in Italy?,1920
"How many points did Davis add to his team's total on February 19, 2017?",52
When was Jerry Colangelo a player scout for the Phoenix Suns?,1968-1976
How many divisions were there when the tournament returned to Kansas city?,two
What team did Willis Reed play for in 1970?,New York Knicks
What team defeated Panathinaikos for the second straight season in the quarter-final series?,CSKA Moscow
How many times was Havlicek an All-Star in the NBA?,13
Where was the Arena located?,Long Beach Sports Arena in Long Beach
How many Magic players did Hardaway play with during the draft?,several
Who was the Men's Basketball Head Coach at Xavier?,Dannton Jackson
Who did the Sky trade Ashley Robinson to?,Seattle Storm
How much did the Lakers pay for Gary Payton and Karl Malone?,well below market value
In what year did Shumpret release Dear Kendrick?,2013
What team receives Cash considerations to Marcus Thornton?,New Orleans Hornets
When was he formally inducted into the Hall of fame?,September 11
Who did the Celtics bring in from the Charlotte Hornets?,Kemba Walker
Who did Cooke sell the Lakers to before the 1979-80 season?,Dr. Jerry Buss
What was Westphal sixth in the NBA?,scoring average
What was the name of the university that Max Good took a job at?,Loyola Marymount University
Where did Outlaw attend high school?,Starkville High School
What school did Anthony commute to for his first three years of high school?,Towson Catholic High School
How many points did Young put up in a season-opening win over the Chicago Bulls?,37
Why did Randolph not play for the Kings in 2018-19?,youth movement
Who replaced Damian Cantrell in 2006?,youth movement
How many points did the Golden State Warriors score against the Toronto Raptors?,110
What did Pat O'Brien say about Carey's performance?,The Palace now has a queen
How many games did the Celtics lose to the Los Angeles Lakers in the 2010 NBA Finals?,four games to three
When did the Spectrum close?,2009
What team did Daequan Cook trade to Miami?,Philadelphia 76ers
Who was the first player to lead two teams in scoring in the same season?,Stephon Marbury
Who decided to stay in Russia for the remainder of the 2011-12 season?,Andrei Kirilenko
How many points per game did Duke score in 2009-10?,17.4
How tall is Kyle Neypes?,17.4
What was La Reunion?,commune
How many seconds did he play before leaving the game?,56
When did the Grizzlies defeat the Minnesota Timberwolves?,"October 29, 2014"
What team was the first 50-win team to be swept out of the first round of the playoffs?,Denver
What plagued the Bulls in the series?,inconsistency and not being on the same page
How did Burke rank in steals per game?,second
What was Payton nicknamed during the 1993 Western Conference Finals series against Phoenix?,The Glove
Who took over the head coaching duties for the remainder of the season?,Jeff Bower
Where is the Western NE College located?,"Springfield, Massachusetts"
When was the NBA Draft for the Chicago Bulls?,2014
In what year did SIU Edwardsville join the OVC?,2008
Where is the Utah Jazz F - Scottie Pippen?,Houston Rockets
Where is the Pete Maravich Assembly Center located?,"Baton Rouge, Louisiana"
What was the name of the Portland State Point guard Junior 2008-09 McCoy?,KellenKellen McCoy
What color are the caps?,green and gold
Who won the Tri-State Conference in its first season with Davies?,Duquesne
Where was the 2003 ACC men's basketball tournament held?,"Greensboro, North Carolina at the Greensboro Coliseum"
Who were the defending champions?,Los Angeles Lakers
What was the Big 6 Conference in 1929?,Oklahoma (10-0)
How many NBA All-Stars were there during the 1980-1988 season?,12×
When did Godfrey's career begin?,2018
What is the name of the 1969 University of California at Long Beach?,The Beach
"What team traded Butler, Haywood, and Stevenson to the Mavericks?",The Wizards
Who did the team trade for for Sam Mack?,Rodrick Rhodes
In what city was the 2006 FIBA World Championship for Women held?,Brazil
What university did Giddens transfer to?,New Mexico
When did Parish leave the Celtics to join the Hornet team?,"August 4, 1994"
What role did Kirilenko appear to be more content with?,defender and a facilitator
What team felt the air travel was prohibitive?,The Hawaii Chiefs
What was the name of the short lived professional basketball league in the United States?,The International Basketball League
"On what date did Denver acquire Wayne Cooper, Lafayette Lever, Calvin Natt, a second-round pick, and a 1985 first round pick from Portland?","June 7, 1984"
"What team did Oklahoma City play against on January 4, 2018?",Los Angeles Clippers
When was Jeffries involved in a Knicks-Nuggets brawl?,"December 16, 2006"
How many UDM sports compete in the Horizon League?,Almost all
What was the 72nd NBA Draft?,The 2019 NBA Draft
When did Abdul-Jabbar become a coach for the Los Angeles Lakers?,2005
What is their combined record?,7-4
How many games did Tondea win?,12
What website catalogs and grades every suit Frazier wears?,Clyde So Fly
Where did the Houston Rockets come from?,Denver via New Jersey
How many seasons of hoops has the BC men' basketball team played through the 2005-06 season?,68
When did Louisville play in the finals?,1959
Who were Billup's teammates in the 2008 NBA All-Star Game?,Richard Hamilton and Rasheed Wallace
"What was the weight of Tucker, P. J. in 1992-07-23?",245 lb
Who did Paul Allen enlist to make trades for the Portland Trail Blazers?,Pritchard
How many games did the home win streak last in school history?,95
How much chance did the Portland Trail Blazers have to win the lottery?,5.3%
Who is a member of the New Jersey Nets Villanova-Fr?,Tim Thomas
What kind of competition do players compete against?,basketball tournament-style
"What weight did UCLA G 4 Moody, Moses weigh in 1996-02-06?",211 lb
"What is the name of the multi-purpose arena in St. Paul, Minnesota?",Roy Wilkins Auditorium
How long was he ruled out for?,five months
How many of their first 20 three-point field goals did Lakers make?,13
In what state does a high school athlete not have to be in ninth grade to play for the varsity?,Kentucky
Who was the first WNBA president?,Val Ackerman
Where is the North Central Cardinals school located?,"Naperville, Illinois"
How many rebounds did he get off the bench?,6
How many games did Jennings average in the Italian Serie A 2008-09 season?,27
What was the name of Boston College's hockey and basketball arena?,Conte Forum
What is the acronym for the Southwestern Athletic Conference?,SWAC
How many conference titles did he win as a junior and senior?,three
How much did Golden State spend in 2017?,15 15
When did Sabonis make his NBA debut for the Pacers?,"October 18, 2017"
How long was Michael's lead over Russell's?,12 seconds
What is the name of the men's basketball team at Georgetown University?,Georgetown Hoyas
When did the New Jersey Nets lose to the Toronto Raptors?,"April 26, 2012"
How many former Xavier players are currently playing professionally overseas?,10
Where was the ESPN Wide World of Sports complex located?,Orlando
How many rebounds shy of a triple-double in his first game back with the team?,two
What is the unique feature of the Bradley Center?,two
When did the New York Knicks and Chicago Bulls meet?,"January 15, 1990"
"In exchange for Robin Lopez, José Calderón and Grant, to what city did Grant go to?",New York
What year did the University of Notre Dame win a NAIA championship?,1966
What percentage of the nets made free throws?,74%
What team won their second championship in two years?,Florida Gators
Where is Georgia Tech located?,"Atlanta, Georgia"
How many times has Stoudemire been a NBA All-Star?,six
For what team did he play college basketball?,Marquette Golden Eagles
In what year did Kanye win the Most Valuable Player Award?,2017
What was Gasol's highest total among all centers?,318 assists
Who was the head coach of Georgia Tech in 1988?,Nick Nurse
What team did the Raptors play against in the 2019 NBA Playoffs?,Milwaukee Bucks
What type of offense did Jerry Buss prefer for the Lakers?,wide-open
How many points did Da'Sean Butler have for the Mountaineers?,28
What team swept the Los Angeles Lakers in 2011?,Dallas Mavericks
What team does Junior Randall holiday play for?,Milwaukee Bucks
When did Darryl Barkley's parents divorce?,when he was young
How many games did Anthony play for the Pistons in 2014-15?,49
What was Bill Russell's job title?,coach
How many turnovers did Curry commit in the loss to the Golden State Warriors?,7
What is the name of the 66 66 35.3?,Oklahoma City
Who did McGrady team up with in his first year in Houston?,Yao Ming
What was the original name of the San Diego International Sports Center?,San Diego Sports Arena
How many series were the first two rounds of playoffs a best of?,five
How many points did Barkley average per game during the regular season?,14.0
What was the name of the sport that Jereko was best at?,basketball
How many points did the team score in Game 2?,42
How long was Martin's contract?,10-day
What team did Domantus Saboni play for?,Indiana Pacers
How many times did Giacoletti lose to UNLV in the first round of the Mountain West Conference Tournament?,80-54
When did Murray transfer from La Salle University to his current school?,2011
When did Darryl dawkins die?,"August 27, 2015"
What was the 7th 4 106 Boston Celtics 1971?,Charles Scott
Where are the Western Illinois Leathernecks Summit?,"Western Hall Macomb, IL"
How many days before Powell made his Commissioner's Cup debut?,one
Which country does Mitchell have dual citizenship in?,Australia
Who was the most Valuable Player in the NBA in 1969-70?,Bill Russell
"What does the CBA definition of ""international"" exclude?",anyone who completed high school in the U
How many minutes did he play off the bench in a 100-92 loss to the Utah Jazz?,17
Who was suspended one game without pay in January for shoving a basketball into the face of a Toronto guard?,Howard
In what division did they finish in 1950?,Eastern Division
How many games have the Warriors not lost in a row?,3
When was Dwight Howard selected by the Orlando Magic?,2004
"Who retired on August 11, 2022?",Bill Russell
Who qualified as the East's eighth seed in a lockout-shortened season?,Ewing and the Knicks
What team would enter the playoffs as the number four seed?,Celtics
When was it announced that Varejanos would miss the remainder of the 2013 season due to injury?,"January 21, 2013"
How many points did the 2009-2010 season bring to the AP All-State men's team?,25
How many NBA Western Conference Finals series has Moda Center hosted?,two
How many points and 1.4 rebounds per game did Zeller average in his freshman year?,2.5
Who owns the Portland Trail Blazers NBA franchise?,Allen
After what year was the automatic NCAA tournament bid dropped?,1990
How many teams play against each other in the first phase?,fifteen
Who was the assistant general manager for the Suns in 2018?,Trevor Bukstein
How much did Sterling sue the NBA for?,$100 million
What was Paris named?,WBCA All-American
In what year did the I Liga begin?,1947-48
How many Atlanta Hawks were beaten in the Round?,8
What was the name of the arena that the Nets moved to in 1981?,Brendan Byrne Arena
When did the Kings first propose a downtown arena for Sacramento?,2012
Who was the American who naturalized in Japan?,R. Henderson
How many international players did the NBA announce had filed?,38
How many points did Howard score in his first game back in Orlando?,39
Which team won the Western Conference championship in 2007?,San Antonio Spurs
What was so important to the Garden that the Rangers were forced to play in the 1928 Stanley Cup Finals?,Barnum & Bailey Circus
What year did the team move to the new arena?,2009-2010
Who advised Stevenson not to go straight to the court?,mother
Who is the head coach of the Minnesota Lynx of the WNBA?,Cheryl Reeve
In what year did he lead his team to the British Columbia?,1991-92
In what year was he the MVP of EuroBasket?,2011
"How many affiliate Ontario Clippers Championships NBA 0 Conference 0 Division 2 (2013, 2014)?",D-League
What was UA in shambles at that point?,The program
What was the name of the 11th season of the NBA?,1956
What year did Barry set a record for the most points scored by a Rocket?,1979
Where was Popoviche born?,"East Chicago, Indiana"
Who was a successful coach at Utah?,Pimm
How many minutes did Nesterovi play per game in the Slovenian domestic league?,30
How many teams from the ACC will not play each challenge?,one
How many rebounds did he grab in Game 7?,32
Who won the NBA Most Improved Player Award?,Pascal Siakam
What award did Morris win in 2013-14?,NBA Most Improved Player Award
What year did the Iona Men's Basketball team make it to the NCAA Tournament?,2006
How many Championships logos were created between 1946 and 1964?,2
What team won the Shooting Stars competition?,Phoenix
Who won his first Coach of the Month award?,Kidd
What had HIV been associated with?,drug addicts and homosexuals
What is LaBradford Smith's position?,SG
What was the name of the university that was a football only member from 2014 to 2017?,New Mexico State
Where did Westbrook win a gold medal at the 2012 Summer Olympics?,London
What did the Suns specialize to quickly get off shots?,efficient offense
On what date was Redick's #4 jersey retired?,"February 4, 2007"
Who were other important players during this era?,"Sam Jones, John Havlicek, Bill Sharman, Frank Ramsey, and Satch Sanders"
Who was the 2007 first conference speaker?,Franklin Nailon
What team did LeBron James play for?,Cleveland Cavaliers
What was Marcus Banks worth in 2006?,$21 million
What style of offense did Nash excel in?,pick-and-roll
What player suffered a left ankle injury in the second game of the season?,Vince Carter
Who owns the New York Liberty?,Joseph Tsai
How many points did he score against the Cleveland Cavaliers?,36
The 2017 Finals pitted the Warriors against which team?,Cleveland Cavaliers
How much did his mother receive from the auction house for his memorabilia?,"$450,000"
When was Rose named the NBA Most Valuable Player?,"May 3, 2011"
When was Terry Stotts hired as the head coach of the Dallas Mavericks?,"August 7, 2012"
"How long after he suffered an avulsion fracture in his right index finger, what happened to Bryant?",A week
What team is Mikal Bridges a part of?,Philadelphia 76ers
Who broke the Chicago Bulls franchise record?,Ben Gordon
Who did McHale fire as head coach?,Dwane Casey
How long was Blatt at Princeton University?,1977 to 1981
"On what date did Turner post a 26-point, 10-rebound double-doll against the Boston Celtics?","December 7, 2012"
What was the name of the shooting guard from 1988-2001?,Vlade Divac
Which year was Murray Mendenhall?,1951-54
"Which year did South Carolina State 69-56 Coppin state Tallahassee, FL Derrick Patterson (SCSU)?",1996
How many.313.750 5.3 2.5 1.1.9 8.1 2020 Houston 12 12 31.6.495.500.857 5.0 1.3 2.5 11.2 2021 Portland 6 6 38.0. 500.900 7.8 1.2 1.5 1.1 9.3 Career 28 26 31.7.430. 435. 818 5.7 1.7 1.8 1.0 9.7 College Year Team:,1 .325
How many apiece did Kansas State/Nebraska/Kansas have in 1950?,8-4
How many wins have the Jayhawks had at Kemper?,80-24
What was the name of the Cirque du Soleil show?,Quidam
What was the name of the university that led the Miami Dolphins in 1970?,Jacksonville University
What was Monroe Community College Graduation at?,Blue Cross Arena
"In the second round of the NBA playoffs, how many Lakers games did they defeat the Houston Rockets in the opening two rounds?",seven
"What community college is located in Pensacola, FL?",Pensacola Junior College
How many wins did the Warriors win in 2016?,39-4
On what date was he inducted into the Southwest Conference Hall of Fame?,"November 10, 2014"
What was the score of Spain's quarterfinal win over Germany?,83-55
Who was the Lakers' governor?,Jeanie Buss
What was hailed as a meeting of the two great centers who had previously played for a championship in college?,The series
Who was the first Celtics player to record 30-plus points and a triple-doll in the same game?,Rajon Rondo
Who was the first German architect to work on the arena?,Helmut Jahn
When did SIU move up from Division II to Division I?,1967
Boykins signed a 10-day contract with the Houston Rockets on what date?,"March 26, 2012"
What team did Ham play for?,Milwaukee Bucks
How many games to one did the Seattle SuperSonics beat the Washington Bullets in the NBA Finals?,4
"Who was the leading scorer with 10,449 points?",Carl Braun
How many of Nash's teammates achieved career-highs in season scoring?,seven
What team did Roy Williams lead the Tar Heels to victory over the Spartans?,Michigan State
How many minutes left in the game was Hancock able to score?,3:20
Who acquired him as an affiliate player?,Austin Toros
What was Bynum awarded for the second time of his young career?,Western Conference Player of the Week honors
"In Game 6, how many points was Leonard able to score in the 114-110 win in Game 6?",22
What was Petrovii's NBA career?,1989-1991
How many double-doubles did Williams have against the Phoenix Suns?,one
In how many of their last six games did the Magic make a trade deal with the Phoenix Suns and the Washington Wizards?,five
Which team lost to the Houston Rockets in the first playoff round?,Oklahoma City
Who led his team out to the finals after a 16.8 ppg average during the regular season?,Dolph Schayes
How many starts was he in during the 2003-04 season?,77
How many points were scored in the game?,24
Who replaced Rodgers after the Celtic defeat?,Chris Ford
Who played for the Los Angeles Lakers?,Douglas Dale Christie
What team selected Rose first in the draft?,Chicago Bulls
What was the ABA leading scorer in 1969?,34.0 ppg
What was the name of the NBA player who scored a goal in an NBA game in Madison Square Garden?,Raymond Felton
How many rebounds per game did he average?,4.5
"How many spanish Supercups did Spain win in 2005, 2006 and 2007?",3
Who were the only true post players among the final 15?,"Tyson Chandler, Kevin Love, Griffin, and Davis"
Who was the head coach of New Jersey?,Byron Scott
"In what year was Kentucky 7 1948, 1949, 1951, 1958, 1978, 1996, 1998 Indiana 5 1940, 1953, 1976, 1981, 1987 North Carolina 5 1957, 1982, 1993, 2005, 2009 Duke 4 1991, 1992, 2001, 2010 Kansas 3 1952, 1988, 2008 Cincinnati 2 1961, 1962 Connecticut 3 1999, 2004, 2014 Florida 2 2006, 2007 Louisville 5 1961, 1952, 1982, 1993, 2005",1995
How many times did he win 20 or more games during his career?,seven
How many of their six NCAA Tournament appearances did Nee lead the cornhuskers to?,five
Who led Germany to a bronze medal in the 2002 FIBA World Championship?,Nowitzki
Where did the Orlando Miracle play their games?,TD Waterhouse Centre
What was the name of the first practical typewriter?,Christopher Sholes
When did the Silver Stars make subtle changes to their numbers?,2011-2013
How many career records does Beasley hold at Kansas State?,30
How many times in NBA Finals history has a team that lost the previous season won the Finals?,seventh
How many points did Payton score in Game 5 of the Finals?,15
When was Sharman inducted as a player?,1976
How many home games were scheduled elsewhere in California?,Five
How many points did the New Jersey Americans and the Kentucky Colonels have at the end of the regular season?,36-42
How many All-Filipino Conferences did the PBA have?,two
Who fouled Jazz star Karl Malone with 9.2 seconds left?,Dennis Rodman
In what year did Chamberlin say he loved the Trotters?,1986
How many days did Barkley spend in prison?,ten
Where did Howard attend high school?,Chicago Vocational Career Academy
What did the amnesty clause not count against?,Chicago Vocational Career Academy
What was the 51st overall pick?,Thanasis Antetokounmpo
Who did the U.S. Men's Basketball team lose to in 1993?,Kentucky
How much did the winner win?,"$17,000"
How many times was Karl recalled from the Los Angeles D-Fenders?,third
What are schools that do not have a conference affiliation?,NCAA Division II Independents
How many points did Martin average as a rookie for the New Jersey Nets?,12
What team won their final ABA title against the Kentucky Colonels in 1973?,New York Nets
What finger did Irving injure at the start of the 2012-13 NBA season?,index
How tall was Larry Demic?,6 ft 9 in
What was the Sixth Man of The Year in 2006?,Doug Thomas
Which NBA player was selected 23rd in the 2009 NBA Draft?,Omri Casspi
Who is a Serbian professional basketball player for Fenerbahçe of the Turkish Basketball Super League and the EuroLeague?,Nemanja Bjelica
How many points did Nowitzki score in that crucial match?,32
How long did it take for Phil Jackson to design the last play for his Bulls team?,1.8 seconds
When did the Rockets lose their 10th straight game?,Spring of 1973
Who attacked Wilkins in 2011?,Rashan Michel
What team waived Williams?,Nets
Where are the member schools located?,Arkansas and Oklahoma in the South Central United States
What is the capacity of the College Park Center?,"6,500"
How many games to 3 did the Western Conference champion San Antonio Spurs defeat the defending champion Detroit Pistons in the NBA Finals in 2005?,4
Where are the Jones County Junior College Bobcats located?,Ellisville
Who were the only players to win MVP and NBA Defensive Player of the Year awards in the same season?,Hakeem Olajuwon and Michael Jordan
Who is the head coach of P.J. Washington?,James Borrego
Which team beat Vermont 60-59 in the 2007 America East final?,the Danes
How large is the Exposition Center in feet?,"108,000"
"How many days after the move to Memphis was the franchise renamed to Memphis, Tennessee?",ten
In what year did the Oklahoma City Thunder defeat Dallas?,2012
Who was a peanut vendor?,Rex the Peanut Man
How many points did he score in a 123-122 overtime win over the Los Angeles Lakers?,26
How did the team finish in the Big Ten Conference?,7-9
Which year was Julius Johnston 8-18 (4-10)?,1941-42
Speraw passed who as the winningest coach in UCF program history?,Torchy Clark
What is one of the few major conference programs never to win a single game in the NCAA Tournament?,Nebraska
Who was one of the two players to test positive for the COVID-19 virus?,Rubio
What was often referred to when a player messed up something that was easy?,Marge
Who was selected by the Grizzlies with the second pick in 2019?,Ja Morant
What was the regular season record of the Knick's in 1983-84?,47-35
Who was the top-seeded team with the best record in the NBA?,Indiana Pacers
Who did Dream defeat in the 2011 Finals of the NBA?,Minnesota Lynx
Who advanced to the Final 8?,the survivors of the Last 16
How many Hawkeyes have won a tournament MVP each year?,two
"What team did Turner sign with on July 21, 2014?",Boston Celtics
Where did Cook start his high school career?,DeMatha Catholic High School
How many assists did he have in Game 3 of the Western Conference Finals against the Los Angeles Lakers?,nine
On what date did the Raptors trade Gray to the Sacramento Kings?,"December 9, 2013"
How many points did Rajon Rondo score against the Charlotte Hornets on December 10?,12
Who was promoted to co-head coach by Buss?,Pat Riley
When did the Portland Trail Blazers win their first NBA championship?,1977
What was the cost of the stadium at the time?,$9.5 million
What was Ty McGregor's field goal percentage in 1990-94?,386
"Along with Lady Antebellum, Reba, and the Trans-Siberian Orchestra, what band performed at the new Arena?",Elton John
When did Curry join the USA team?,2014
Who went from Marquette University to the New York Nets?,Jim Chones
In what league did Rubio play in the 2005-06 season?,Spanish ACB League
What team won the finals in 1969?,Boston Celtics
How many more wins did the Suns manage with Bledsoe out?,11
In what city is the College of DuPage Chaparrals located?,Glen Ellyn
"How many NBA players averaged at least 20 points, 4 rebounds, and 3 assists per game in 10 straight seasons?",six
Who started Hubert Davis over Starks?,Don Nelson
What is the address of the Vivint Smart Home Arena?,"Salt Lake City, Utah"
Who did many fans attribute Jackson's departure to?,Bryant
Why did Rudy Tomjanovich resign?,health issues
How many points did the Seattle SuperSonics score against the Chicago Bulls?,7
"How many school championships were held in Chattanooga in 1981, 1982, 1983, 1988, 1993, 1994, 1995, 1997, 2005, 2009 Davidson in 1966, 1968, 1969, 1970, 1986, 1998, 2002, 2006, 2007, 2008 Furman in 1971, 1973, 1974, 1975, 1978, 1980?",10
What was he a part of in the 2005 NBA Draft?,NBA Summer League
What team did the Nationals face in the Finals?,Minneapolis Lakers
Who was the assistant coach that led the team?,Tony Stubblefield
What was the championship round of the 1992-93 NBA season called?,1993 NBA Finals
What was the most by a Portland reserve in nearly 3 years?,11 assists
What year did the Magic hire Doc Rivers?,1999
What did Miller follow up a missed layup by his teammate?,to push Ginebra even closer
What was Morrison's average per game?,"15.5 points, 3.1 rebounds, and 1.5 assists"
How many games did the Celtics lose in a row?,18
What was he named as a senior after leading his team to the 5A State Championship?,First team All-State
How many wins did Utah have in 1984-85?,82 5 18
When was Collins hired as assistant coach by the New Orleans Pelicans?,"August 4, 2021"
Who was awarded the second seed for its better record against top-seeded North Carolina?,Wake Forest
How many times has the NBA been an All-Star?,Nine
What was the AP ranking for most of the 1955-1956 season?,#2
What year was Bradley Emmanuel Beal born?,1993
When did the New York Yankees drop out of the league?,"January, 1938"
How many clubs are there in the first round?,eight
Who was the head coach of the Cougar basketball team in the late 1970s?,George Raveling
How many games did the Suns lose to the Houston Rockets in the playoffs?,seven
"How many lb (90 kg) did Saint Mary's F/C 9 Frye, Channing weigh in 1990-09-08?",198
What player won a Hall of Fame career with Houston?,Clyde Drexler
Who were some of the legends that fought there?,"Sugar Ray Robinson, Lew Tendler, Gene Tunney, Joe Frazier and Primo Carnera"
When did James Madison join Georgia State?,2022
How much was Hill's contract worth?,5 million
Who did Orlando hope Carter would provide to Dwight Howard?,a perimeter scorer
What was the combined sales of ESPN NBA2K5 in the U.S.?,1.6 million units
In what season did the Portland Trail Blazers post a record of 59-23?,1989-90
Kobe Bryant was drafted by what team in the 1992 NBA Draft?,Orlando Magic
What team was 3-0 against the Mavericks?,Golden State
What year did Loyola join?,2010
Who recruited Williams to the University of Arizona?,Sean Miller
What team is Kevin Love playing for?,Cleveland Cavaliers
Whose steal of the ball ended the game?,John Havlicek
How many Dallas Mavericks scored?,43 39 .524
What year did the University of Connecticut hold the title of Men's basketball champion?,1938
The Immortal Ten story has been commemorated each year since what year?,1927
How many points did Stephenson score in the fourth quarter?,12
How many teams qualify to compete in the championship held in mid-April?,Over 300
In what city will they compete in the 2009 UMMC Ekaterinburg International Invitational?,Ekaterinburg
Who is the head coach of the Mountaineers basketball team?,Robert Burke
Which A-10 school is the only one that was an A-10 member before 2012?,Fordham
How many points did Nowitzki convert in Game 7?,three
What was the original address of The Palace?,3777 Lapeer Road
What year was Clyde Drexler drafted?,1983
When did the City of Orlando evict the Florida Seals?,"August 22, 2004"
"What is under 18s, 16s, 15s, 14s, 13s?",leagues
What two former NBA players retired jerseys?,Sam Lacey & John Williamson
How many 3-pointers did Smith make in Game 1 of the Eastern Conference finals against the top-seeded Atlanta Hawks?,eight
What was the score of Siena's overtime win over Albany?,82-74
James has expressed interest in owning an NBA team once he finishes playing what?,basketball
What was the name of the Soviet Union that was 83-50 South Korea?,Czechoslovakia
Who injured his wrist during the fourth quarter against the Charlotte Bobcats on 21 January 2012?,Luol Deng
On what day did Pierce make his season debut for the Clippers?,"November 18, 2016"
How many wins did the Robert G. Cole High School team have during his two years at Linton?,68-1
What did Udoka impress the coaching staff with?,his defensive skills
How many championship battles did the Lakers lose with the Celtics?,every one
How many NBA veterans would become CBA All-Stars?,several
How many teams are tied in the same division?,all
Who was the 2015 EuroBasket MVP?,Gasol
Where did Thompson and Gentry grow up?,"Shelby, North Carolina"
In what year was the Western Conference Finals?,1998
What year was the Scarlet Knights mascot chosen by the student body?,1955
What team did the Knicks beat in Game 6 of their first round playoff series?,Boston Celtics
Who named Wade to their 4th annual Best Dressed Men in the World list for 2007?,Esquire
When did Stuart Orlando Scott die?,"January 4, 2015"
What was the average rebounds a game?,5.5
What website does Rodman work for?,OPENSports.com
How many assists and 7 rebounds did he post?,8
Who was ineligible to play when Taulava entered the game?,Phone Pals
Who led the Bulls to one final win?,Michael Jordan
"What was the name of the live special on July 8, 2010?",The Decision
Where did Albert get his start as a ball boy?,New York Knicks
DeJuan Lamont Blair was born on what date?,"April 22, 1989"
Which Brooklyn native was a veteran of the NBA?,Mark Jackson
Who is Steve Nash?,Head coach
How many assists did Michael Thompson have?,454
When was Carter waived by the Nuggets?,August 29
Who believed Andy Phillip to have thrown the ball?,George Yardley
Who did Bird add to the Celtics' frontcourt?,Parish and McHale
When did Bradley miss three games with a hip injury?,early January
What is the name of the USC team captain?,Tex Winter
How many points did Rick Barry average in 1979?,13.5
When did ESPN W 85-58 7-0 play at Davidson #7 Charlotte Bobcats Arena?,"December 1, 2007"
What color road uniform replaced green away uniforms?,Purple
Who won the 1979 & 1983 FIBA World Championship?,Denise Curry
What year did Bradley and his mother divorce?,2001
What ranking did Rainier Beach receive from USA Today?,No. 7
Which team beat the East 150-130?,West
"What was the average weight of F 45 banton, dalano?",204 lb
When did Spain win the gold medal in Japan as well as at the 2009 FIFA EuroBasket?,2006
How many days did the Knicks go through self-isolement?,14
What did Otis Smith say he would not do with Francis?,trade
What did coach Jeff Lebo grant to Douglas on the condition that he transfer?,scholarship release
How many Three Point Field Goals Attempted Louis BullockDion Harris 1996-992004-07 802*755 Three point Field Goal Percentage Garde Thompson 1984-87 48,339*268
What was his record-tying fifth award for?,MVP
What was the nickname given to the Pittsburgh Condors 1970-1971 season?,Pittsburgh Pioneers
What is the all-time win-loss record of Notre Dame?,686-353
Where did the Nationals keep their championship hopes alive with a win in Game 6?,Syracuse
What team won their first NBA championship?,The Celtics
When did the 2009 NBA Draft take place in New York City?,June 25
Where was the Toyota Center Tundra Parking Garage?,near the George R
Who traded Ronnie Brewer to the Memphis Grizzlies?,Another
How many lowest ranked at-large teams did the NCAA match up?,eight
In what year was Bebeley deemed ineligible to play in the 2008-09 season due to academic issues?,2008
The Lakers missed the 2005 Playoffs when they traded him to whom?,Miami Heat
How many points did Kapono score against Dirk Nowitzki and Gilbert Arenas in the 2007 All-Star Weekend Three-Point Shootout?,24
When did Bosh overtake Vince Carter as Toronto's all-time leader in total points scored?,"January 3, 2010"
Who was the referee in the third quarter of the game?,Zach Zarba
How many games did the team win?,five
When did I have the chance to re-negotiate my contract with the club?,Last summer
How many points did Curry score in Game 6 of the NBA Finals?,29
What is the NBA's regular season year?,2011-12
What is the name of the game played on May 4?,Los Angeles 109-102 Philadelphia
When was the referendum set for Houston?,November 2
When did Scorpions appear with Dokken Tina Turner?,"February 26, 1984"
In what year was he inducted into the Naismith Memorial Basketball Hall of Fame?,2021
When was the 1979 NBA Draft held?,"June 25, 1979"
In what year did the Warriors sign Kevin Durant?,2016
Who wore the Classic edition uniform for this season?,"Boston Celtics, Golden State Warriors, and New York Knicks"
What is Carter's average of?,"at least 20 points, 5 rebounds and 5 assists a game"
How many points did Johnson average in the last 32 games of the season?,14.6
When did he play again?,2005 to 2011
What is available at the bottom of the parking lot?,Parking
How much office space will be on site?,35%
Who did Memphis defeat 78-63?,UCLA
How many points did Devin Booker score for the Suns?,11
Where was the showcase held in 2005?,"Columbus, Georgia"
