pregunta, respuesta
" Cuando regreses, recuerda comprar algo de basura.", texto
" Entonces tú eres Anne Baxter, sí."," Sí, lo siento, de verdad que lo siento mucho. Un placer conocerte. Soy el Sr. Stevens."
" Lo siento mucho, señor Stephens, por favor siéntese."," Está bien, ¿cómo estás hoy? Estoy un poco nervioso y esto no es una"
" Buen comienzo, está bien, bueno, Anne, ¿dónde estás?",de soy ingles soy de oxford genial
" Un verdadero británico, ¿puede hablar otros idiomas?", francés alemán español puedo hablar francés un poco de español
 y unas palabras en italiano mi hermana esta en roma, estudiando historia del arte en la universidad ¿vale? ¿vale?
 Muy interesante y puedes usar una computadora, Internet No soy un genio con la computadora pero
 pero me vendría bien una gran ann uh tengo tu cv aquí, Y veo que ya trabajas aquí ¿qué haces exactamente?
 Hago esto y aquello. Normalmente trabajo desde casa. Tengo un..., Oficina en mi habitación con un escritorio grande y dos sillas y
" Está bien, está bien, está bien. ¿Vives sola? No, compartiré piso.", con mi amiga australiana alice y ahora hay un nuevo compañero de piso su nombre
 es jack el es de nueva york el tiene muy linda esa es," Está bien, está bien, genial. Y tú estás muy bien."
 preparado tienes una buena educación y," Eres muy precisa, eres la persona indicada."
"Gracias por esta pasantía, señor Stevens.", Muchas gracias por esta oportunidad
 Por aquí y este es Gary.," Y esta es Rachel, hola, un placer conocerte también."
 Rachel es un miembro muy importante del equipo de nuestra editorial.," Ella sabe todo sobre la empresa, fue nuestra primera empleada en 1985."
 1985 y ella puede responder cualquier pregunta que pueda tener.," Está bien, Ann, estás en buenas manos. Que tengas un día productivo."
" Muy bien, Anne, ¿estás lista? Bueno, el señor Stevens fundó esta editorial."," En 1985, un momento, está bien, está bien, ahora estoy listo, nuestro primero."
 El producto era un libro para niños que tuvo mucho éxito y se vendió más.," Más de 3 millones de copias, tuvimos 20 traducciones diferentes."
 Con el tiempo la empresa cambió y se diversificó y, Ahora tenemos libros de cocina de ficción y guías turísticas.
 Libros de cocina y lamento no haber captado ese turista., Guías también tenemos una enciclopedia de historia.
 Y uno de historia del arte a veces publicamos textos económicos., nuestro catálogo con más de 10 000 títulos nos convierte en uno de los más
 Editoriales importantes del país, También empleamos a más de 150 personas. ¿Está todo claro?
" Sí, creo que sí, está bien, como sabes, este es Gary, él trabaja en el...", Oficina de publicidad donde desarrolla nuevos contactos con clientes.
 y se mantiene en contacto con nuestros autores un placer conocerte y es, Qué agradable tener colegas tan encantadores en esta empresa.
" Finanzas, bueno, pasemos de la teoría a la acción, este es tu escritorio."," Aquí está tu computadora, sabes cómo usarla, ¿no?"
" Sí, sí, como le dije al señor Stevens, no estoy bien, está bien, no hay necesidad de perder el tiempo."," Bueno, eh, allí están los datos y la fotocopiadora."
" Está bien, hay una máquina de café en el pasillo de allí."," pero por favor, haz algunos descansos y que sean breves"
" ¿Entiendes? Eh, sí, excelente, Anne, ¡manos a la obra!", buen día
" Ah, entonces, ¿estás listo? Sí, bastante listo. ¿Está bien entonces?", comencemos hola mi nombre es gary reynolds de
Editorial Pilgrim ¿puedo hablar con el señor Jones?," Jones, ¿cómo estás? ¿Y cómo está ese maravilloso pastel de manzana tuyo?"
" Estoy bien, gracias, seguro que aguantaré.", Con un guiño y un codazo puedes conseguir lo que quieras
 Incluso la tarta de manzana imaginaria de este autor es demasiado importante para nosotros.," Bien, hola señor Jones, ¿cómo está? Estoy bien, gracias, quería saber."
" Si estás interesado en contribuir a una nueva guía de cocina que tenemos para ti,"," Sacar pronto, sí, es una colección de seis volúmenes de recetas para adaptarse"
 Las necesidades de todos los gustos con una foto detallada., Guía de preparación y técnicas de cocción
 y tenemos que tener los materiales para finales de, el mes que viene exactamente
" Por supuesto, claro"," Sí, eh, disculpe, ¿podría esperar un momento?"
" Y ya es suficiente, detente ahora, no puedo concentrarme."," Lo siento, lo siento, sí, uh, así que uh, como dije antes, uh, si aceptas."
 Puedo enviarte una copia del contrato que debes,Firma y devuelve no no lo siento no podemos esperar hasta
 El próximo martes tendré que consultarlo con mi jefe., Necesito preguntarle al Sr. Stevens si podemos organizar una reunión para la próxima semana.
" Mientras tanto, ¿necesitas algún material de preparación?"," No, no hay problema. Puedo enviarte un correo electrónico inmediatamente."
" Ok, adiós. Fue un placer hablar contigo."," ¿Siempre tienes que tomar notas? Sí, sí, tengo que aprender tanto como sea posible."
 Como puedo y hay mucho que aprender estudio mi," Observa todas las noches qué colega modelo eres, eres tan..."
" serio, muy diligente y un absoluto fanático de la limpieza"," Realmente eres un activo para esta empresa, te estás burlando de mí."
" No, no, por supuesto que no. Es una pena que unos ojos tan bonitos no solo lean."," Todo el tiempo, vamos Gary, detente, volvamos a..."
" funciona bien, esta bien, no debo pagarte nada"," Felicitaciones entonces, Sra. Baxter, ¿puede darme las notas?"
" De mi conversación con el señor Jones, está bien.",Le dijiste al señor Jones que tenía que empezar desde el principio.
" Está bien, sí, um, cálmate, no es un examen.", Sé lo que deberíamos hacer. Deberías intentar hacer una llamada telefónica.
 yo no no no no no no todavía no estoy listo seguro tú lo estás no lo es, que difícil ok ok aquí a quién tenemos que llamar
 El siguiente intento es llamar al señor Clifford.," Hola, soy Ann Baxter de Pilgrim Publishing."
" Por favor, ¿puedo hablar con el señor Clifford? Ya veo."," Está bien, está bien. Muchas gracias. Adiós."
" Bueno, ¿qué pasó? Bueno, vamos, dime que marqué mal el número."," Número, señor Stevens, ¿puedo comenzar a explicarle nuestro..."
 servicios tipográficos un momento señor richardson todavía estoy," Esperando a nuestra nueva pasante, ella tiene mucho que aprender y yo"
 Creo que nuestra reunión sería muy útil para los buenos días.," Lo siento, llego tarde, señor Stevens, no importa, Dan."
 y este es el señor richardson ¿cómo está? buenos días, Y veo que te has peinado muy bien.
"Gracias, señor Stevens. Parece que estuvo fuera hasta tarde anoche.", Buenas noches espero que te hayas divertido ¿eh?
" En una fiesta o quizás en un club, no, estaba en casa."," En realidad, fue una noche bastante difícil y"
" De todos modos, no quiero aburrirte con mis problemas personales."," Bien, entonces, señor Richardson, cuéntenos sobre su..."
 Servicios tipográficos fundados entonces por Charles Emerson Montex., Ha estado activo en el mercado tipográfico desde
 1985 desde el inicio nos hemos caracterizado por nuestra innovación, y productos de alta calidad los niños del señor emerson john y lucy tienen
 Continuó la tradición mejorando y ampliando la familia., negocio la primera oficina de montaje estaba ubicada
" En Russell Street, Russell Street, ahí es donde está el mercado de flores. Fui.", Estuve allí el otro día y compré dos hermosos amarillos.
 orquídeas lo siento lo siento señor richardson no quise decir, para interrumpirte um como he estado diciendo a lo largo de los años
 siguiendo los cambios en el mercado nuestra empresa se ha diversificado y ampliado., Su línea de productos hemos adquirido la última tecnología.
 Ofreciendo a nuestros clientes el mejor paquete disponible en el mercado hoy en día., En 2000 nos mudamos a un espacio de oficina más grande.
" Con el fin de mejorar la producción, la nueva sede se ubica en Rodney Road.", y tenemos aproximadamente 55.000 metros cuadrados a nuestra disposición
" Bueno, ese es un espacio enorme, sí, eso es correcto.", Es muy grande de todos modos nuestro primer éxito fue con
" Folletos, volantes de marketing, panfletos y catálogos de empresas. También proporcionamos", Tarjetas de presentación y servicios de impresión en general.
" Con el tiempo, pasamos a la publicación de libros como tecnología digital.", y las expansiones en el mercado nos dieron las habilidades para ingresar al mercado.
 Actualmente estamos equipados para brindar publicaciones de la más alta calidad.," A un precio extremadamente competitivo, la capacidad actual es de más de 100"
" Millones de páginas al año, así que Ann, ¿lo has entendido todo?",¿Le gustaría resumir lo que dijo el señor Richardson?
 Yo sí podrías um está bien lo intentaré," Fundada en 1985 por Charles Emerson, Montex ha crecido con éxito y"
" Adaptada a las cambiantes necesidades de los clientes, en 2000 la empresa se trasladó a"," Rodney Road, donde gracias a equipos de última generación se puede"
 de gran volumen ha optimizado su producción y, Amplió su oferta especializándose en el sector editorial
 Actualmente ofrece impresiones de máxima calidad a precios extremadamente bajos.," Precios atractivos, bien hecho, tienes una gran capacidad para"
 resumiendo usted sabe señor richardson no somos muy," Estoy satisfecho con nuestros tipógrafos actuales, no cumplen con los plazos"
" Profesionalidad, eficiencia y puntualidad son las claves de nuestro trabajo.", éxito ¿sabes que en tan solo unos años el
 El número de clientes de Montex ha crecido en 100 y ¿qué tipo de impresión realiza?, Utilizamos principalmente la impresión digital y la impresión offset en el caso de alta
 La densidad necesita qué compensación,Imprenta señorita trabajas para una editorial
 y no sabes lo que es la impresión offset," Um, no señor, me temo que no, ¿es importante la impresión offset?"
 Es la forma clásica en la que se convierte un proyecto gráfico realizado en un ordenador.," A la página impresa final lo entiendo, lo entiendo bien, es importante, es"
" Muy importante, qué idiota debo parecer.", Básicamente te dije que no tengo conocimientos tecnológicos.
" Sabe, señor Stevens, estoy estudiando el manual de edición que me dio, pero...", pero aún no he llegado a la letra o
" Hola, ¿es esta la tipografía Montex? Buenos días, soy Louis Stevens de", Pilgrim Publishing Me gustaría hablar con el señor Emerson.
" Está en una reunión, veo que podrías comunicarme con uno de sus", Niños a juan o lucy por favor ellos también están en una reunión
" Bien, entonces ¿puedo hablar con el señor Richardson? No querrás decir que él también está en...", una reunión sí veo ¿hay alguien con quien pueda reunirme?
Habla con nosotros para saber si nuestro pedido ya ha sido realizado., ido a imprenta también me gustaría algo de información sobre
 entregas si veo que estan todas, En las reuniones ¿podría tomar un mensaje para el señor?
 Emerson le pide que me llame lo antes posible.," Estaré en mi oficina hasta las 4, gracias, adiós."
" Bueno, ciertamente les gustan las reuniones en Montex, ¿no?"," Buenos días, soy Gary Reynolds de Pilgrim Publishing. Me gustaría hablar con usted."
 con el señor smith por favor ah hola pequeño eh ¿podrías?, dame a tu padre por favor veo que no esta en uh ¿puedo hablar con tu?
" Mamá, entonces veo que ella también salió, ¿de acuerdo?"," Eso significa que estás solo en casa, ¿no? ¿Hay un adulto en la casa?"
 casa ah tu niñera esta bien ¿puedo hablar contigo?, ella si hola este es gary reynolds de
 peregrino publicando no no pingüino peregrino," Bien, quería hablar con el señor Smith sobre una nueva serie de libros de cocina que estamos preparando."
 preparando no no no has entendido mal no no estoy,tratando de vender algo no vendo enciclopedias no escuchen
 Trabajo en una editorial y el señor Smith es uno de nuestros autores.," Espere, no cuelgue, ¿podría decirme algo? Bueno, probemos con alguien más, señor Fox."
" Buenos días, soy Gary Reynolds de Pilgrim Publishing.", contestador automático genial si buenos días este es un mensaje para
" Señor Fox, soy Gary Reynolds de Pilgrim Publishing.", Y me interesaba saber si tú
 Me gustaría participar en una nueva serie de libros de cocina que estamos publicando., Pronto podrás contactarme lo antes posible.
 conveniencia y puedes comunicarte conmigo al número, 786 ok gracias adios
" Bueno, parece que hoy no es mi día de suerte."," No, contesta el teléfono Alice, hola soy Anne."
" Necesito hablar contigo urgentemente, por favor llámame tan pronto como recibas este mensaje.", Tengo muchas noticias que contarte sobre Peter y Sharon.
 Me imagino que estás interesado de todos modos.," No hay noticias por ahora. Ok, te daré una pista, Peter."
llamó por teléfono para decirle que había llamado a Sharon sobre, Japón y sabes lo que dijo no voy
 para decirte llámame y lo sabrás ok adiós," Hablamos pronto, puedes comunicarte conmigo en la oficina, adiós."
 adios peregrino publishing buenos dias quien es," Este sí, esta es la oficina del señor Stevens con quién"
 ¿Estoy hablando buenos días señor Emerson si no estoy?," Me equivoqué, eres el jefe de topografía de Montex."
" Esta es Rachel Gordon, asistente del Sr. Stevens. Es un placer."," Nos vemos por teléfono, no, lo siento."
" El señor Stevens no se encuentra en este momento, acaba de irse."," Sí, sé que son las cuatro en punto. Lamentablemente, lo llamaron."
" Inesperadamente, ¿te importaría hablar conmigo?"," No te preocupes, no hay secretos entre el señor Stevens y yo."
" Sí, me llamó para saber si ya habíamos comenzado a trabajar en nuestro pedido.", Y creo que también quería saber sobre los medios de entrega.
 uhhuh bien eh,"El señor Stevens estará encantado. Sí, eh, tome nota de todo en cualquier caso."
 Haré que te llame mañana por la mañana. ¿Cuándo empezarás?," A las 10, está bien, adiós, señor Emerson, lo espero con ansias."
 conocerte en persona, Es amiga hola no lo siento ella no esta aqui ahora mismo
" Ahora, ¿quién es esta Alice?"," Este es Gary, el Joker, que por cierto fue idea de Anne. Ahora yo..."
" No quería ir, pero ella insistió: ""No""."," No sé dónde habrá ido, quizás para hacer algunas fotocopias."
" ¿Te gustaría dejar un mensaje? Está bien, le diré que te llame lo antes posible.", cuando ella regresa estas en casa no tienes tu celular
" Está bien, está bien, adiós, hola, hola Alice, eh, sabes que pareces una chica muy...", linda chica incluso si no nos conocemos um ¿puedo preguntar?
 tu algo no es solo eso um bueno te gustaria, cenar conmigo esta noche pero por favor no le digas nada a anne
" Ella podría enojarse, no, no, sé que ustedes dos son muy buenos.","Amigos, vivís juntos, ¿vale?, ¿vale?, no os preocupéis, escuchadme."
" Solo estaba bromeando. Está bien, está bien. Adiós, Alice. Adiós. Qué..."," Cabeza caliente, realmente no puedes decirle nada."
" Qué lástima, me hubiera gustado sacarla.", Está muy bien ahora ¿qué hora es?
 No sabes de donde ella tiene conocimiento el tiene un amplio conocimiento sobre, Oficina de historia y oficial
 Su hermana es empleada de oficina. Mis padres esperan que pueda convertirme en un dios.," Lo siento, mis padres esperan que pueda convertirme en..."
 funcionario del gobierno naturaleza y natural su marido," Es un hombre de buen carácter, creo que mi jefa tiene un don natural."
 líder se refiere y preferencia nosotros, Prefiero ver la televisión ahora. ¿Tiene alguna referencia en particular?
 Para competir y competir creo que no son capaces de competir con," En cuanto al precio, su empresa compite con una"
 empresa extranjera en que puedo ayudarte en que puedo ayudarte, Cuando vas a una tienda de fresas y luego
El dependiente o el tendero te preguntará ¿en qué puedo ayudarte? Estoy buscando. Estoy buscando., buscando eso significa como quiero comprar
 Estoy buscando una chaqueta rosa una chaqueta rosa Estoy buscando una chaqueta rosa, chaqueta me temo que solo tenemos la
 azul oscuro azul uno aquí uso el azul porque somos," Hablando de la chaqueta, ok, entonces si no quieres decir eso"
 Chaqueta azul oscuro aquí no quieres repetir la," Palabra, compruébalo, así que simplemente reemplaza la chaqueta por la palabra."
" Uno esta bien, tengo miedo", Solo tenemos el azul oscuro aquí. Me temo que solo tenemos uno azul oscuro.
 Aquí no me gusta ese color, Gracias de todos modos ahora no me gusta ese color.
" Gracias de todos modos me levanto, me levanto temprano para", Salgo a correr todos los días. Me levanto temprano para salir a correr todos los días.
 levantarse temprano para salir a correr todos los días eso suena genial eso suena," Genial, eso lo recuerdo, vale, eso suena genial."
 Me encanta pasear perros Me encanta pasear perros Tienes un perro,"Sí, uno grande, ya sabes, lo mismo aquí si estamos hablando de la chaqueta y yo."
" No quiero volver a mencionar la palabra chaqueta, solo tú.", Utilice la palabra uno para reemplazar con la palabra chaqueta
 y bueno en lo mismo lo mismo aquí estamos hablando de la oscuridad," Bueno, si no quiero volver a mencionar un perro, simplemente lo digo."
" Uno grande, eso significa un perro grande, está bien, uno grande.", Siempre vamos caminando caminando juntos si
 Un grande siempre vamos caminando juntos, numero uno bebo cerveza bebo cerveza
 Si quieres cambiar a la forma negativa, Decimos no bebo cerveza o puedes decir no bebo
 cerveza no decimos no bebo cerveza o no bebo cerveza o no bebo cerveza," No, todas son incorrectas, no bebo cerveza, recuerda."
 Antes del verbo normal usamos no expiar por mí, Para ti necesitas un nuevo teléfono móvil a este se le puede decir móvil
" Para Estados Unidos lo siento, para el inglés británico, y para el inglés estadounidense puedes decir",teléfono móvil no necesitas un móvil
 teléfono y tú lo usamos," No, no, no, no necesitas uno nuevo"
 Teléfono móvil No necesitas un teléfono móvil nuevo, Para el número tres comemos mariscos comemos mariscos ahora
 Si usamos not tenemos que decir que no comemos marisco, o no comemos marisco limpian la casa y tenemos ellos no
 limpian la casa limpian la casa y no limpian la casa, número cinco los niños los niños correcto un niño
" dos o más niños, entonces los niños son más azules ahora para los sustantivos más azules usamos", No dejes que los niños jueguen al fútbol
 jugar al fútbol o jugar al fútbol para los niños ingleses británicos, No juegues al fútbol recuerda que los niños no lo hacen o no lo hacen
 texto," Jack, Jack, te estaba esperando. ¿Te tienes?"
" ¿Tengo un minuto? ¿Seguro que sí, Edward? ¿Qué pasa? ¿Quieres poner algo de músculo en tu película?"," Jack, eres todo un bromista. Necesito un consejo sobre un tema bastante delicado."
"Si se trata de mujeres, entonces has llegado a la persona adecuada."," Cuando se trata de mujeres, ya sabes todo sobre la modestia, soy una especie de experto, sigue adelante."
 dispara pero hazlo rápido tengo que ir al gimnasio bueno no te preocupes es como, Esto si una mujer te hace saber misteriosamente que está interesada en ti y si tú
 No lo esperaba pero luego descubres que en realidad no te importa el gesto, Por eso descubres que te estás encariñando con ella y si ella actúa como
 si no ha pasado nada whoa whoa whoa edward ¿a qué te refieres? no lo sé, Entiende que es una nueva idea para una película porque si lo es deberías pensar
" Sobre reescribir este guión me parece muy complicado, deja de bromear."," Es un asunto serio, simplemente no sé cómo comportarme, no puedo soportar esto."
" Bueno, la situación está bien, tomemos esto desde el principio.", arriba así que una mujer va por ti sin embargo ella no lo hace
 abiertamente pero luego finge como si nada hubiera pasado y hasta donde puedo,"Te digo que no me disgusta la idea, ya lo tengo claro, ¿qué debo hacer?"
 hace bien el hecho de que su comportamiento me lleve a creer, que le gustan los juegos así que aproveche eso
 Juega al hombre misterioso y luego sorpréndela con algo especial., Sé como invitarla a cenar o escribirle un poema o enviarle algo rojo.
 Las mujeres rosas realmente prefieren ese tipo de cosas., Realmente tengo una idea
" Genial, este lugar debería funcionar bien, tal vez aquí sería", Mejor y pongo la tarjeta aquí al lado.
 Vamos a echarle un vistazo rápido otra vez.," Y debería haber hecho esto hace mucho tiempo, ahora no puedo esperar más."
 Ya no escucho mi poesía escrita especialmente para, Tú eres el perfume el color de todo
 flores el aliento y el olor del mar la fuerza serpenteante del sol, Tú eres la estrella brillante que ilumina mi
" La vida, quién sabe si le gustará, ¿qué pasa con estos?", rosas ¿le gustaran y que pasa si se burla de mi?
"Tal vez no debería haber escuchado a Jack, pero, por supuesto, por supuesto, no tiene sentido.", Tiene sentido seguir como si nada hubiera pasado. Alguien tiene que tomar la iniciativa.
 Te espero mañana por la noche, Aquí en la sala cuando todos duermen estaremos
 Capaz de estar solo finalmente, solo esta bien eso esta hecho no hay nada mas que hacer ahora pero
" Espera y estaré en casa pronto. Gracias a Dios, Alice no estará aquí al menos durante 2 horas."," y jackie está en el gimnasio sí, calculo todo perfectamente ahora es el momento de"
 Yo también me voy no quiero que me vea," Aquí, aquí está, es hora de..."
 Vaya excelente gran edward el momento de la verdad," se acerca, nunca más me llamarán amat"
" Está bien, adiós, siempre la puerta abierta, maldita sea."," Gatos, ¿para qué sirven estos?"
" Me parecen hermosas, me pregunto quién las envió.", ellos que
" Poesía ¿quién la habría escrito? No, no."," Hombre, ¿en qué estás pensando ahora? No seas tonto, no puede haber sido."
"Jack, Dios mío, de nuevo, él es la única persona que tengo.", ¿Puedo imaginar quién habría escrito una poesía tan hermosa?
" Y Dios mío, ¿y si fuera Jack?"," Ahora que Sharon está fuera de escena, ¿quién lo hubiera pensado, pero...?"
 un día," Jack, hola, hola, Alice. ¿Nos sentimos alegres hoy? Sí, nos sentimos alegres."
 alegre acabo de recibir una sorpresa misteriosa y completamente inesperada así que, ¿Qué es? ¿A qué se debe todo este suspenso? Lo siento.
 A Alice le gustaría mantenerlo en secreto por el momento.," Hay algo que tengo que comprobar primero, pero no te preocupes, te lo diré."
" Ya pronto, ¿por qué no me cuentas cómo?"," Va con Edir duro por la mirada en tu cara, me gustaría"
" Supongo que las cosas no van muy bien, lo dijiste completa y absolutamente.", desastre nunca debí haber escrito eso
 tarjeta ¿por qué qué pasa? ese es el problema no tiene nada," Pasó que Edward actúa como si nunca hubiera leído esa tarjeta y, sin embargo, sé que la leyó."
"Estoy absolutamente seguro de por qué estás tan seguro, bueno, me lo dijo."," Sin términos ambiguos, busqué vagamente y admitió que algo"
 Había pasado algo extraño y también dijo que estaba muy, satisfecho y luego nada ni palabras ni acciones en este punto creo que estaba
 refiriéndose a algo completamente diferente o de lo contrario simplemente tengo que aceptar, El hecho de que no esté interesado en mí no te deprimas
" Alice, si quieres mi opinión, creo que deberías haberle dicho.", La persona cara a cara siempre es mejor que jugar.
 juegos en cualquier r todavía tienes tiempo ¿por qué no te sientas y tomas un, Una palabra sincera con él no deja lugar a más vergüenzas
" De todos modos, hay algo sospechoso en toda esta historia: Edward está actuando.", Como un completo tonto o de lo contrario no ha entendido realmente lo que siento por él.
" Él necesita algo de claridad, de ahora en adelante voy a...", examinar cada uno de sus
" Muévete, hola, estoy muy feliz de que hayas aceptado mi",invitación que voz tan rara tienes casi no te hubiera reconocido es
 Ese verdadero tú no te imaginas cuánto he anhelado este momento realmente tú, No digas la verdad soy bastante emocional
" Yo mismo me alegro de que te sientas así, muchacho, realmente no quiero despertar."," Los demás, los demás, no importa. A quién le importa si se enteran. En realidad, id."
 más bien no saben como soy soy tímida y reservada que lástima lo se, y por eso estoy loco por ti reservado con el
 otros pero eres un tigre cuando se trata de lo que quieres vuelve ya sabes," Exactamente de lo que estoy hablando, bueno, vamos a encender un..."
 vela quiero ver tu cara edward que estas haciendo," Aquí estoy yo, no te preocupes, nuestra cita no te importa."
" Recuerda que estás un poco nerviosa, ven aquí, nena, suéltame, suéltame, ¿no?"," Si te atreves a tocarme, deberías avergonzarte."
" tú mismo, oye, ¿qué está pasando aquí? ¿Qué?","Ahora entiendo todo, muchas gracias y que gran amigo eres."
" Qué idiota fui al confiar en ti. No, en serio, Alice. No es propio de ti.", Piensa y qué se supone que debo pensar entonces me parece bastante claro no no
" Realmente déjame explicarte, pensé que sería así, pensé.", seria jack que tiene que ver jack con esto por que me dejaste esto no
 En mi servilleta el otro día Edward fui yo quien te escribió esa nota que no puedo, Créo que no entendéis la poesía y las rosas que eran
" Lo siento por eso, pensé que lo era."," Lo siento, eres un aficionado, Edward. Hola."
" Hola, ¿has leído el periódico? Hay un artículo sobre Peter, nuestro..."," El cantante se ha hecho famoso, no, no lo he leído, para decirte la verdad, realmente lo soy."
" No me interesa, qué lástima que sea muy"," Interesante, hola Alice, hola Alice, échale un vistazo al periódico."
 Hay un artículo sobre Peter Whoopy. Me alegro de saberlo.,"Me preocupo por divertirme, chicas, es todo un placer pasar el rato con vosotras."
 A ti Edward al menos te interesará ¿te gustaría leer este artículo?," Sobre nuestro amigo Peter, en realidad me gustaría..."
" Jack, ¿alguien podría explicarme qué está pasando? Nunca había visto tantos largos.", se enfrenta a ti y a tu experto consejo ¿qué le pasa? ¿Se ha ido?
" Muerto de hambre, loco, no, Jack, me he vuelto loco por las ansias de estrellas, una vez más, me hice el tonto", Que idiota
" Está bien, Alice, al menos me explicarás qué está pasando. No sé qué hacer."," Aquí va una larga historia, Jack, un desastre horrible. Todo empezó con un malentendido."
" Bueno, soy todo oídos. Vamos, Alice, dile hola. ¿Tienes un minuto? Hola."," Jack, me gustaría tener una palabra que probablemente ya hayas escuchado."
" Historia, sí, escucha y no, quiero que escuches, Jack, probablemente tuviste una buena", Ríete en mi nombre ahora que dije que prefiero no hacer más comentarios al respecto.
 historia no es mi intención burlarme de ti en ella aunque debo admitir que,"Todo el malentendido fue bastante divertido. Genial. Ahora, por favor, vamos."
" No hablemos más de eso, bueno, me gustaría tener unas palabras.", Al respecto
" Lo que voy a decir es que seguro te sorprenderá, nada tiene por qué sorprenderte.", yo ya no soy jack de todos modos escucha no te preocupes no lo eres
" Tengo que explicarlo, sé cómo son las cosas, lo sé.", que me quieres pero solo como amigo un amigo que bueno tal vez si nos hubiéramos conocido en
 En otro momento y disculpe las cosas hubieran sido diferentes y entonces," Bueno, quizás bla, bla, bla, bla, bla, bla, bla, ¿y puedo hablar durante 1 minuto?"
" Por favor, sí, por supuesto, Jack, gracias. Tienes razón.", Ahora ya sabes cuánto sufrí por eso
 Sharon y después de ella no pensé que alguna vez...," No sientes nada por otra mujer, pero luego regresaste de tu"
 vacaciones y y y empecé a sentirme mejor no pensé en compartir así que," ¿A qué te refieres, Jack?"
¿Fue gracias a ti que logré olvidarme de Sharon?," ¿Para qué están los amigos, niñito? De verdad que no lo entiendes, ¿no?"
 ¿Qué Jack y, a Estoy tratando de decirte que estoy enamorado de
" Tú no quería creerlo al principio, pensé que me atraías.", porque me sentí tan solo en el mundo pero luego este sentimiento creció y cuando
 Alice me contó sobre Eduardo II y me di cuenta de que debería haber sido yo quien te trajera.," Esas flores, Jack, si esto es algún tipo de broma, no es muy divertido, no, no, no."
" No, no, es la verdad, juro que fuimos hechos el uno para el otro."," Otro, debería haberme dado cuenta antes por dentro."
 Bueno," Jack, Edward, ¿vas a explicarnos por qué nos convocaste a todos aquí hoy?"
" ¿Qué es tan urgente? Bueno, escucha, algo le ha pasado a Mar Marous.", Lo menos que tengo que decir es que estoy un poco inseguro de lo que te parece maravilloso.
" Dejemos de lado nuestras diferencias, todos deberíamos ser felices hoy, solo un día.",momento sip genial genial no te preocupes seguro que te aceptan ya lo he hecho
" Hablé con el grupo. Sí, seguramente estarán aquí en cualquier momento. Sí, estás bien."," Asegúrate de obtener los detalles más tarde. Adiós, Edward. ¿Planeas contarnos?"
" ¿Qué pasa? Bueno, todos ustedes recuerdan que estuve en contacto con el productor para...", propongo lo que te filmé en esta casa sí y se lo comió te amaba
 toda la casa tus chismes diarios tus relaciones que tan geniales son, ya llego um disculpa un momento voy a llegar
 quien ha llegado quien viene entra entra por aqui ed que es," ¿Quiénes son estas personas? Ya está, el señor Martin, el productor, ha aceptado."
 Mi propuesta es que hagamos algunos programas de televisión aquí y todos ustedes van a..., Sé la estrella en la que estás destinado a convertirte
 famoso y ya se me ocurre el titulo en casa con un que os parece, Yo soy mi dios tengo cinco pares de
 zapatillas numero dos la misma palabra tengo asi que recuerda que tengo tengo el link,"Juntos, el cachorro es un perro joven y dos gatitos. El gatito es un gato joven. Dos"
 gatitos con un cachorro y dos gatitos gatito aquí puedes decir gatito gatito así," Tengo un cachorro y dos gatitos, el número tres y el número cuatro."
 recuerda que usamos tienes tienes hermosos ojos tus ojos, Eres hermosa tienes belleza
 ojos ahora ahora numero cuatro tienes mucho, dinero mucho vincularlos mucho tener tienen mucho tener mucho
 dinero tienes mucho dinero para el numero cinco y numero seis nosotros, recuerda que tenemos nosotros
 tenemos un hijo y una hija hija tenemos un hijo y una, hija no digas hija esta bien hija eso significa que tenemos dos hijos
 una niña un niño y una niña tenemos un hijo y un, hija y para doctor puedes decir hija si quieres el numero seis tenemos
 Algunos libros interesantes. Interesante no digas interés., vale interés en interés con s
interesante interesante verbos interesantes ella tiene un vínculo entre ellos ella, tiene un bolso elegante 12 tiene dos besos dos besos
 eso significa dos dos niños dos niños dos niños lo mismo ella tiene dos niños, para 13 y 14 él él con tiene él tiene lo suyo
 restaurante eso significa que el restaurante le pertenece no digas restaurante o, restaurante bien restaurante sigue bien pero dilo rápido restaurante resto
 resto restaurante restaurante el tiene el suyo, restaurante 14 tiene un paraguas naranja eso significa que tiene un paraguas
 ese es naranja el color naranja color naranja recuerda gej paraguas naranja br, Paraguas Un paraguas naranja Tiene un vínculo para unirlos Tiene un paraguas naranja
 paraguas tú tú con r cierto tú eres el papá de peters el papá de peters eso significa tú," ¿Eres el padre de Peter? ¿Eres el muerto de Peter? Entonces, si quiero hacer la pregunta, yo..."
 Quiero saber si Peter está muerto o no. Me parece bien hacer la pregunta ahora.,pon br es b correcto uh ahora ponemos r antes de ti entonces tenemos ¿eres peter stat?
 ¿Eres Peter Static para el número?, 12 ustedes son los candidatos los candidatos ahora recuerden
" Puedes ser una persona o puedes ser muchas personas, por lo que puedes ser singular.", o plural entonces aquí estás peter st me refiero a una persona pero eres candidato
" con s aquí en plural ahora eso significa que aquí estás en plural, eres el", candidat si eres candidato eso significa que estas postulando a un trabajo o
" están tratando de ser elegidos candidatos, ¿de acuerdo?", ustedes son los candidatos o si quiero hacer el
