pregunta, respuesta
 un poquito pero ya me acostumbré ¿viajas sola?," Sí, lamentablemente mi novia tiene trabajo."
 compromisos por lo que no pudo hacerlo bien solo trate de mantenerse alejada de los problemas," Bueno, eso no sería nada divertido. ¿Normalmente vas de compras mientras...?"
" Estás aquí, trato de evitarlo.","No disfruto ir de compras, tendré que comprar algunos recuerdos para mi"
" Niños, ¿cuáles son los mejores recuerdos para comprar?", Australia es conocida por su vida salvaje.
 Hay muchas cosas con canguros y koalas., Cualquier otra cosa relacionada con las artes aborígenes es realmente buena.
 Hay muchas cosas con arte aborigen decorado en ellas.," Sí, estaré atento a eso"
" Luego, por supuesto, está el famoso didgeridoo.", El instrumento musical aborigen ¿lo has tocado alguna vez?
" Sí, es más difícil de lo que parece."," Bueno, tendré que probarlo mientras estoy aquí, buena suerte."
" Bueno, me temo que tengo que irme a la cama ahora."," Yo también debería, tengo trabajo por la mañana, gracias por la compañía, espero verte."
 De nuevo quizás, Duerme bien y disfruta de tu visita turística mañana.
 gracias lo haré buenas noches buenas noches, Unidad siete utilizando diferentes tipos de servicios
" Buenos días, servicio de habitaciones, ¿cómo puedo ayudar?"," Buenos días, me gustaría pedir algo."
Desayuno por favor por supuesto que desea señor," ¿Qué cereales tenéis? Bueno, tenemos copos de maíz y tenemos muesli."
 Las espigas de trigo y todo el salvado lo tengo," Un tazón de copos de maíz, por favor. ¿Desea algo más, señor?"
" Sí, me gustarían dos huevos escalfados sobre tostadas, por favor."," Bueno, eso es un tazón de copos de maíz."
 y dos huevos escalfados sobre tostadas ¿te gustaría tomar algo con tu, Desayuno si
" ¿Puedo tomar una taza de café y un poco de jugo de naranja, por favor?", Seguro que te lo enviaremos en 15 minutos.
 La factura se cargará a su habitación gracias adiós adiós," Buenos días señor, ¿cómo puedo ayudarlo? Me gustaría cambiar algo de moneda."
 Hay un banco cerca. Me temo que todos están cerrados los domingos.," Sí, olvidé que es domingo y tenemos un servicio de cajero disponible."
" Aquí, sin embargo, ¿qué moneda le gustaría cambiar?", Me gustaría cambiar tai bot a dólares australianos.
 Seguro que nuestro tipo de cambio es 2262, Baht por dólar y nuestra comisión es del dos por ciento.
"Está bien, me gustaría cambiar diez mil baht."," Por favor, está bien."
 442 dólares y ocho centavos, menos ocho dólares y 84 centavos de comisión
" Ok, unidad ocho", Hola conserje
" Me pregunto si puedes ayudarme, ciertamente intentaré qué puedo hacer por ti."," Bueno, es mi primer día aquí en Sydney."
 y me gustaría algunos consejos sobre los lugares turísticos locales, Ofrecemos una amplia gama de tours. Eche un vistazo a estos folletos y vea si
 ¿Hay algo que te guste? ¿Cómo es el parque de vida salvaje?, Muy bueno si no tienes tiempo para ir a ver la vida salvaje en su estado natural.
 hábitat deberías probarlo ¿qué animales tienen allí?," Veamos, ahora tienen canguros, koalas, zarigüeyas, wombats y emús."
 Me gusta mucho la vida salvaje, Así que ese es un lugar que debería visitar. El folleto dice que ese lugar es un...
" Santuario de koalas también, sí, Nueva Gales del Sur tiene mucho."," Incendios forestales en el verano. Sí, recuerdo haber leído sobre uno en el..."
"Periódico No hace mucho tiempo, muchos críticos se quedaron sin hogar."," Cuando el bosque se quema, el santuario los reubica."
" Bueno, es bueno saber que el dinero va a una buena causa."," Obviamente no se trata solo de koalas, muchos otros animales son asesinados o..."
" También resultaron heridos en los incendios. Bueno, este es otro lugar en mi lista de...", lugares para visitar hay un bus que va alli cada
 mañana a las 9:00 am ¿quieres que te reserve un lugar para," Tú sí, iré mañana"
" ¿El autobús me recogerá en el hotel? Sí, solo espera en recepción y lo haré.", llamame hay muchas cosas para ver mas cerca
 el hotel si, Aquí hay un mapa del área que puedes conservar.
" Gracias, me gustaría dar un paseo por allí."," ¿Por dónde debería empezar? Bueno, el hotel está ubicado aquí."
" Justo al lado de la llave del barco, a la vuelta de la esquina."," ¿Es el mercado de fin de semana? Está abierto ahora mismo, puedes empezar."
 Ahí sí, Gracias lo haré y después de eso
Justo enfrente de la llave del barco se encuentra la casa de la ópera.," Podrías hacer un recorrido por el complejo, eso también suena bien."
" ¿Qué programas están en este momento? Bueno, aquí hay un folleto que contiene todos los programas.", Las actuaciones de este mes las podéis consultar por disponibilidad de plazas
 En la oficina de reservas mientras estés allí," Muchas gracias por toda su ayuda, mejor me voy ahora antes del mercado."
 cierra sin problema señor estoy en este escritorio todos los dias," Si necesitas algún otro consejo, adiós y que tengas un buen día."
 Unidad 9: turismo, ¿cuanto cuestan estas camisetas?
 Los tamaños para adultos cuestan diez dólares cada uno y los tamaños para niños cuestan seis dólares., Podría comprar algunos para mi sobrina y sobrinos.
" Puedo hacerte un descuento de tres camisetas por quince dólares, ¿de acuerdo?"," Vale, eso suena como una buena oferta. ¿Qué tallas quieres?"
 Bueno mi sobrina tiene ocho años y los gemelos cinco., ¿Qué diseños quieres bien?
" A mi sobrina le encantaría esta camiseta de koala, pero no estoy segura de los niños.","Sí, tal vez los canguros. ¿Qué colores te gustarían?"
" Mmm, vale, tendré una camiseta de koala naranja.", y una camiseta de canguro azul y roja
 Eso serán quince dólares 15," Aquí estás, gracias"
 gracias hola, Estoy interesado en ver una función de ballet.
" Bueno, tenemos un espejo, un espejo que se muestra en", El momento es una actuación basada en la historia de
 Blancanieves eso suena bien," ¿Puedes decirme los horarios de los shows? Sí, eh."
" Veamos, tenemos funciones nocturnas a las siete durante la semana y los fines de semana.", Tenemos una matinal que comienza a las cuatro. ¿Tienes asientos disponibles para una?
" Por la noche esta semana, esta semana, déjame comprobarlo."," Si, ¿qué día te gustaría, martes, por favor?"
" Vale, ¿y te gustaría sentarte en la platea o en el balcón?", El balcón por favor ok
 Esa es una entrada para la función del martes de Mirror Mirror. Tienes una., Siéntate en el balcón y veré si puedo llevarte lo más cerca del frente como sea posible.
" Es posible, vale, son 78.","Bueno, ahí lo tienes, ¿de acuerdo?"
" Y aquí está tu entrada, espero que estés disfrutando del espectáculo.", gracias
 ¿Me puedes decir el camino al museo de arte?," Sí, simplemente salga por la puerta, gire a la derecha, rodee los jardines botánicos y..."
 Deberías ver el museo de arte que está justo frente a ti., ok gracias espero no perderme
" No te preocupes, hay señales a lo largo del camino."," Bueno, probablemente los necesite, gracias, adiós."
 Unidad 10 deteniendo a un transeúnte, Disculpe creo que estoy perdido
 ¿Puedes ayudarme? ¿Seguro?," ¿A dónde quieres ir? Bueno, estoy tratando de regresar a mi hotel."
" Me alojaré en el Four Seasons. ¿Lo sabes? Sí, lo sé. Eres bastante amable.", Muy lejos pensé que podría estar
 Tendrás que caminar de regreso al centro de la ciudad., Podría orientarte pero es complicado quizás sea mejor tomar un taxi creo que
 Podría ser una buena idea conseguir uno al final del camino., ok gracias por tu ayuda
 adiós adiós buenas noches señor bienvenido de nuevo gracias,"¿Tuviste un buen día? Sí, gracias. Fui al mercado."
" La ópera y el museo de arte, aunque me perdí en el camino de regreso."," Querido, estoy seguro de que pronto encontrarás tu rumbo."
 Bueno creo que es suficiente por un día., Voy a ir a cenar algo y luego a mi habitación.
" Está bien, que tengas una buena noche de sueño, gracias. Planeo hacerlo."," Tengo mucho más que ver mañana. Hola, soy Mary de VIPS TV."
 Vamos a estudiar sobre los medios de transporte y, Hoy vamos a estudiar sobre el transporte privado ok
 Ahora hay cinco tipos que hoy quiero, Te presento el primer auto
" Este es un coche, el segundo es un camión o una camioneta.", Este es el camión ya numerado
 tres tenemos moto o motocicleta, moto o motocicleta y numero cuatro
 Tenemos bicicleta, o bicicleta esta es la bicicleta o bicicleta
" Y el último es scooter o motoneta, ¿de acuerdo?"," Éste, éste, es muy, muy, muy popular en"
" Vietnam, eh, ahora","Vamos a empezar, el coche número uno."
 carro esto es largo r ok r carro no pronuncies carro ok eso es carro, ok coche no coche no coche
 coche coche esto es largo r bien coche, coche numero dos
 Este es un camión, camión recuerda pronunciar tr juntos ok la forma de tus labios es redondeada
 camión verdadero, camión no se pronuncia jack ok camión camión
 camión para inglés americano en inglés británico la gente prefiere decir, Larry Larry o puedes decir Laurie Laurie para
" Inglés americano, ¿vale?", Larry Larry
 Recuerda el camión inglés americano y si vas a Inglaterra tienes que usarlo., lari lari
 La punta de tu lengua aquí La punta de tu lengua aquí," Está bien, ah."
" Coloque la punta de la lengua detrás del puente de la encía. Está bien, esto es...", Tu lengua está bien y este es tu puente gingival.
" Justo detrás de los dientes superiores, bien, encías ricas.", Coloque la punta de la lengua detrás del puente de las encías.
 Bueno y luego haz un flujo de aire., a través del pasaje a lo largo del centro de la lengua
Sentirás un flujo de aire regular., tu lengua y luego
 A través de los espacios entre tus dos dientes aquí, Así recuerdas punta de tu lengua este y
 Gumbridge no entiende ninguna vibración, Así que esto es ensalada
 ensalada esta, sopa sopa
 Esta langosta, salchicha de langosta
 me duele mucho si, si de lo contrario
 De lo contrario ahora, con este z lo mismo vale pero con vibracion
 Recuerda la punta de tu lengua detrás de tu encía., Un puente como este está bien
 Recuerda aplanar la lengua y," Aplana tu lengua así, no está bien, no."
 Así como así y haz que el flujo de aire sea regular., flujo de aire a través del pasaje
 A lo largo del centro de tu lengua a través de tus dientes recuerda que, y con vibración si
" Algunos de mis estudiantes dicen: ""este eres tú o libra""."," Lo siento, no esto"
 ¿Es música de cebra?, música perezosa
 jazz perezoso, jazz porque
 porque zoológico, música de cebra
 jazz perezoso, jazz
porque no puedes pronunciar este como porque," pero normalmente cuando hablamos inglés decimos esto porque está bien, muy rápido"
 Porque la música de la cebra del zoológico es jazz perezoso, texto
" ¿Quiere beber algo, señor? Sí, una Coca-Cola Light, por favor. Un poco de limón. Solo limón.", Aquí tienes gracias café té café por favor
 Leche sí por favor azúcar nada, aquí gracias hola eres mark rider si eres
" Ally, sí, es un placer conocerte y te doy la bienvenida al Reino Unido, tus hoteles en el", ¿A qué distancia está el centro de la ciudad? Son unos 30 minutos si el tráfico está bien. Genial.
" ¿Quieres un café primero? No, estoy bien, gracias. Está bien, vámonos a mis autos."," En el estacionamiento ¿puedo ayudarte con tus maletas? No, está bien, gracias."
 Buenas noches señor hola tengo una reserva mi nombre es marc ryder puede," Por favor, deletrea eso. Ry d er durante cinco noches. Sí, es cierto. ¿Puedo tener tu...?"
 Pasaporte por favor un momento oye ¿puedes firmar aquí?," Por favor, ¿está solo en la habitación para fumadores o no fumadores?"
"No fumadores, por favor, aquí está su llave, es la habitación 45 en el cuarto piso, muy buena."," ¿Dónde está el ascensor? Está allí. ¿Necesitas ayuda con tus maletas? No, está allí."
" Ok, gracias, disfruta de tu estancia, señor Ryder, gracias.", ¿De dónde eres en los Estados Unidos? Marca la costa oeste de San Francisco.
" Bueno, sí, es una gran ciudad. ¿Eres de Londres? No, yo soy de Cambridge."," Mi familia vivía allí, pero yo vivo aquí en Londres. Lo siento, hola cariño, ¿cómo estás?"
" Estoy bien, sí, no te preocupes, está bien, está bien, eso es genial, adiós, cariño.", te amo lo siento está bien tu esposa no no mi
 hija ella siempre me llama cuando estoy de viaje ¿cuántos años tiene? tiene nueve años, vive con su madre en los angeles estamos divorciados
" ¿Estás casado? No, no lo estoy."," Aleluya, eso es muy personal. ¿Qué piensas? 25 26 Gracias, tengo 27 años."
 ¿Cuántos años tienes? Tengo 34. ¿No quieres otra bebida?," No, gracias, ya me tengo que ir. Nuestra primera reunión será a las 10:00. Nos vemos mañana."
 Nos vemos mañana ally buenas noches,¿Puedo ayudarte? ¿Te gustaría un capuchino por favor?
 regular será grande grande por favor y ¿puedo tomar un espresso por favor?, dos medias aqui bueno llévenlas para tener aqui algo mas no gracias
" Brownie para mí, por favor, ¿de acuerdo? ¿Cuánto cuesta eso junto o por separado?", Eso es 645 por favor lo siento ¿cuánto 645? gracias gracias mark
" De nada, mira, hay una mesa libre allí."," Lo siento mucho, no te preocupes, siempre es lo mismo cuando uso blanco."
" Siempre pasa algo así. Mira, primero te traeré otro café."," entonces podemos ir de compras de compras sí, quiero comprarte una camisa nueva no puedes ir"
 a una reunión así pero no tenemos tiempo las próximas reuniones a las 1230 tienes," Son solo las 11:00 ¿estás seguro? Sí, siéntate y relájate, tomemos un café."
" Entonces, ¿está bien? ¿Puedo ayudarte? Sí, ¿qué talla es esta?"," Camisa, veamos, una pequeña, ¿qué talla quieres?, una mediana, esta es una mediana, gracias."
"¿Dónde puedo probarlo? Los probadores están allí, gracias.", ¿Cómo es? Está bien ¿Cuánto cuesta? 3499 ¿Aceptas American Express? Sí
" Señor, muchas gracias Mark, de nada. Lamento mucho lo del...", alfombra está bien es tarde nuestra reunión es a las 1230 podemos tomar un taxi ¿de acuerdo?
" Me gusta la camiseta, bueno, sí, es exactamente igual a la", El otro igual es completamente diferente lo siento
" Hombre típico, ¿puedo preguntarte algo? Sí, ¿qué te gustaría cenar?", conmigo esta noche esta noche sí ves que es mi cumpleaños
 Feliz cumpleaños lo siento pero no puedo cenar esta noche estoy ocupado," ¿Qué tal el viernes por la noche? Bueno, ¿sabías que hay un buen restaurante? Déjame..."
" ¿Crees que te gusta la comida italiana? Me encanta. Bueno, hay un nuevo restaurante italiano.", ¿Puedo ir allí? Buena idea. Taxi. ¿Puedo ayudarte? ¿Cuánto cuesta?
 camiseta son 1560 perdón cuanto dijiste, 1560 y cuanto de esas tazas las tazas grandes son 10 25 y las pequeñas son
"875 ¿puedo tener una taza grande? Por favor, seguro que aquí tienes."," Y sí, ¿tienes tarjetas de cumpleaños? Lo siento, solo tenemos postales."
 solo la taza entonces son diez veinticinco quieres tienes el 25 si," Sí, gracias, gracias, hola Ali."
" Wow te ves genial, lindo vestido, gracias, esto es para ti."," Para tu cumpleaños te compré un pequeño regalo, no, espero que no esté roto."
 es una taza era una taza gracias ali no lo creo lo siento mark no," Problema, fue muy amable de tu parte, te conseguiré otro mañana, no te preocupes."
" escucha ¿llamaste un taxi para ir al restaurante? no, tengo mi auto afuera, ven"," Ya es hora de irme, reservé la mesa por 800 y no estoy seguro exactamente dónde"
 El restaurante es hey ali relax esto no es trabajo esto es una noche," Lo siento, estoy un poco estresado hoy. Bueno, vámonos."
" Disculpe, ¿dónde está King Street? Por favor, lo siento, no lo sé."," Disculpe, ¿King Street está cerca de aquí? King Street está cerca de aquí, pero no lo sé."
exactamente donde lo siento gracias disculpa me puedes decir como llegar a king street," Sí, siga recto, pase la iglesia y luego gire a la izquierda en el semáforo."
" Y luego creo que es el segundo a la derecha, perdón, ¿podrías decirlo otra vez?"," Por favor, sí, siga recto y pase la iglesia."
 y luego gira a la izquierda en el semáforo y luego creo que es el segundo en la," Bien, gracias, está bien, es esta calle, no, no lo es, estoy seguro, dijo la primera."
 A la derecha no dijo la segunda a la derecha," Relájate, Ally, mira, vamos a preguntarle a ese hombre de allí, no creo que sepa que tiene un turista."
" Solo pregúntale por favor, está bien, está bien, discúlpame, estamos perdidos."," ¿Sabes dónde queda King Street? Lo siento, no vivo aquí, soy turista."
" Mira, tenía razón. Bien, probemos el segundo a la derecha. Aquí está el rey.", Calle yo sabía que ella dijo la segunda a la derecha
 Allí está el restaurante Donatella. ¿Puedes ver alguna forma de aparcar esos coches blancos?,yendo hacia allá ¿crees que puedes estacionar en ese espacio? ¿Estás diciendo que yo?
 No puedo aparcar. Ali y Molly bromean. Está bien. Está bien. Lo siento., Buenas noches tienes una reserva si una mesa para dos mi nombre es ali gray
" Fumador o no fumador No fumador Por favor, venga por aquí Por favor"," ¿Estás listo para ordenar? Sí, me gustaría la sopa de cebolla y luego la"
" Por favor, el bistec, la ensalada de queso de cabra y la lasaña para mí, por favor, ¿qué me pedirías?"," ¿Te gustaría beber? ¿Te gustaría un poco de vino? No, gracias."
" Agua mineral para mí, vale, un vaso de vino tinto y una botella de agua mineral."," Por favor, gracias señor, gracias, ¿cómo estuvo la pasta?"
 Estuvo delicioso escucha alia hay algo que quiero preguntarte si que," ¿Te gustaría un postre? Sí, por favor, ¿qué hay? Tiramisú, helado o fruta."
 ensalada ensalada de frutas por favor y usted señor nada para mi gracias, Ollie sí
" Vamos, Mark, bueno, mañana es mi último día y creo que... quiero decir, realmente me gusta.",conocerte y tu eres ensalada de frutas te gustaria un cafe si un
 pieza de espresso lo mismo para mí por favor lo siento mark quieres venir, El mes que viene en California habrá una gran conferencia y estaré allí.
 ¿Por qué no vienes? ¿Qué te parece frente a cualquier otra cosa?," No, gracias. ¿Qué dices, Ellie? No estoy segura, Mark."
" Necesito algo de tiempo para pensarlo, está bien, pero por favor dímelo antes de irme."," Está bien, ¿podríamos tener el cheque, por favor? Lo siento, el cheque, la fianza, estamos en..."
 Gran Bretaña recuerda lo siento ¿podríamos tener la factura por favor? Sí señor, Buenos días señor buenos días ¿me puede dar mi factura por favor? Estoy revisando
 ¿Qué habitación es la 425? ¿Tomó algo del minibar la última vez?, noche si un agua mineral aqui tienes como te gustaria pagar americano
 expresar gracias ok," ¿Puedes firmar aquí? Por favor, gracias. ¿Quieres que te llame un taxi? No."
" Gracias, ¿necesitas ayuda con tu equipaje?","No, estoy bien, gracias. Buen viaje, señor Ryder. Gracias. Adiós. Adiós."
" Hola, soy Mark. Lo siento mucho, pero el tráfico esta mañana es terrible."," Voy a llegar muy tarde, ¿de acuerdo? Creo que lo mejor es que tomes un taxi."
 A la estación y luego tomar el tren al aeropuerto.," No hay problema, llamaré al taxi, bueno, gracias por todo, no escuches."
" Te espero en el aeropuerto, allí podremos despedirnos, ¿de acuerdo? ¿Dónde podemos?", Nos reuniremos en el mostrador de información. Nos vemos allí.
 adiós disculpa un cambio de planes ¿podrías llamarme un taxi por favor?, A la estación
" Hola, lo siento, no puedo fechar tu llamada. Por favor, deja un mensaje después del tono. Hola."," Ali, este es Mark, ¿dónde estás? Estoy en el mostrador de información, mi vuelo sale en"
 40 minutos lo siento por llegar tarde no te preocupes estoy feliz de que hayas llegado," Vamos, vas a perder tu vuelo, espera un minuto, ¿vas a venir a la..."
 Conferencia en California ¿Te volveré a ver? Los aviones van a salir.,Sin ti Ali le pregunté a mi jefe esta mañana y él
 dijo que si puedo ir genial no tengo tu numero de telefono de casa," No te preocupes, te lo enviaré por correo electrónico mañana. Esta es la última llamada para todos."
" Pasajeros del vuelo BA 287 a San Francisco, por favor procedan inmediatamente a", Puerta 12 adiós ali y gracias por todo
" Adios Mark, que tengas un buen viaje. Nos vemos en California.", Buenas noches señora buenas noches donde
 ¿Viene desde Londres? ¿Cuál es el propósito de su visita? Soy de negocios., ¿Estás aquí para una conferencia? ¿Cuánto tiempo te quedarás en los EE. UU.? ¿Una semana? ¿Dónde estás?
 ¿Te alojas en San Francisco en el hotel Pacific View? ¿Conoces a alguien aquí? Sí.," Mark Ryder es un familiar o un amigo, tiene un colega y un amigo, ¿tienes el suyo?"
 número de teléfono sí su móvil es cuatro cero cinco seis," Doble cinco siete uno ocho dos ¿Es esta tu primera visita a los Estados Unidos? Sí, lo es."
" Disfruta de tu estancia en San Francisco. Gracias, Ally. Hola, Mark. Te ves genial.",tú también cómo estás yo estoy bien cómo estuvo el vuelo
" 11 largas horas, debes estar muy cansado. Sí, no pude dormir en absoluto.", La gente a mi lado tenía un bebé con ellos. ¿Qué hora es aquí? Necesito cambiarme.
 Mi reloj son las 7:00 de la tarde y para mí son las 3:00 de la mañana. Está bien., Te llevaré directamente al hotel y podrás descansar bien.
" Hmm, lo siento, te va a encantar San Francisco. Estoy tan contenta de que hayas venido. Yo también.", Es genial verte de nuevo. Ven a mis autos en el estacionamiento. Vamos.
 Buenas noches señora ¿cómo puedo ayudarla? Buenas noches tengo una reservación mi, nombres allison gray estoy aqui para la conferencia mtc un momento uh aqui esta
" Señorita Gray por seis noches, así es, está bien, señorita Gray, aquí está su llave, está dentro.", habitacion 419 en el 4to piso gracias a que hora desayuno de 700 a 900
 en el restaurante del pabellón en el sexto piso gracias donde esta el ascensor," Los ascensores están allí, gracias. ¿Necesitas ayuda con tu bolso?"
si por favor hola recepcion hola esta es la habitacion para, uno nueve como puedo ayudarte tengo un problema con el aire
" El aire acondicionado no funciona y hace mucho calor en mi habitación, lo siento señora."," Envía a alguien a que lo vea ahora mismo, gracias."
" ¿Ayuda? Hola, hay espacio para uno y nueve. ¿Puedo tomar un sándwich de atún, por favor?", pan integral o blanco pan integral por favor sin comida sin mi frances
 papas fritas o ensalada ensalada por favor beber si una coca cola light con hielo y limon solo hielo," Estaré allí en cinco minutos, señora, gracias."
" Aquí tienes Alia Cappuccino, ¿ves? Me acordé, bien hecho.", gracias dormiste bien si muy bien como estan las cosas estan bien
" ¿Cuáles son los planes para la semana? Bueno, hoy no tenemos tiempo libre, pero", Mañana te llevaré a este pequeño restaurante genial que sé que
 Suena bien y luego el miércoles por la noche hay un cóctel aquí en el, hotel y luego una cena de conferencia el jueves. ¿Hay algo especial que quieras hacer?
"Quiero hacerlo bien, me gustaría ver la bahía y el puente Golden Gate y me gustaría", para ir de compras si esta vez estoy mark como estas
 lo traje bien muy bien no me vas a presentar seguro ali este," ¿Es Brad Martin? Brad trabaja en la oficina de Los Ángeles. Brad, este es Ali Gray."
" Desde la oficina de Londres, hola, Ali. Un placer conocerte. Mark me dijo que estabas...", muy bonito pero no me dijo que eras tan hermosa entonces ¿es esta tu primera vez?
" En San Francisco, sí, sí, tiene una marca brillante en otros lugares."," Bueno, todavía no, entonces tal vez pueda mostrarte los alrededores. Me encanta esta ciudad, es hora de..."
 Vete a disculpar pan bueno encantado de conocerte ali," Nos vemos por ahí. Sí, un placer conocerte también. Adiós, adiós."
 ¿Estás listo para pedir sí para empezar una ensalada de tomate y mozzarella?," ¿es así? sí, y la sopa de champiñones para mí y para tu plato principal."
" Pida el pollo frito con papas fritas o una papa al horno, una papa al horno, por favor.", para usted señor y me gustaría el bistec con papas fritas ¿cómo le gusta su?
" filete poco hecho al punto, muy hecho, poco hecho, por favor, y para beber, ¿podrías traernos el vino?"," Por favor, lista, pollo para usted, señora, y bistec para usted."
" Señor, lo siento, pero pedí una papa al horno, no papas fritas, no hay problema."," Lo cambiaré, disculpe, sí señor, pedí mi filete poco hecho y este es"
" Bien hecho, lo siento mucho, lo devolveré a la cocina. ¿Podríamos tenerlo?", cheque por favor si señor su cheque gracias disculpe creo
" Hubo un error en la cuenta, solo tomamos dos copas de vino."," No es una botella, sí, tienes razón, lo siento mucho, hoy no es mi día."
" Te conseguiré un nuevo cheque, gracias, señor. Su cheque."," Gracias, gracias, gracias Mark. Fue una cena encantadora. Me alegro de que la hayas disfrutado."
" ¿Cómo está tu hija Jennifer? Está bien, está con su madre en Los Ángeles."," Mark, sí, ¿puedo preguntarte algo? Algo personal, claro, ¿qué? ¿Cuánto tiempo?"
"Estuvieron casados tres años, ¿por qué rompieron? Hubo muchas razones por las que..."," Éramos muy jóvenes cuando tuvimos a Jennifer y ambos trabajábamos muy duro, no sabíamos..."
" Pasamos mucho tiempo juntos, la historia habitual, ¿y tú, Ellie? Bueno, había..."," Alguien lo conocí cuando estaba en la universidad, estuvimos juntos durante dos"
 Años que rompieron por qué no sé la historia habitual," Gracias, escucha, es temprano, son solo las 9 en punto."
" ¿Deberíamos ir a caminar? Buena idea, ¿a dónde deberíamos ir? Hay un lugar llamado"," Muelle de pescadores, está justo en la bahía, hay muchos cafés y bares."
" Podría tomar otra taza de café, está bien, vamos.", Buenos días señora ¿en qué puedo ayudarla? Quiero ir de compras ¿dónde está el mejor?
 lugar para ir bien todos los grandes almacenes están alrededor de union square ¿puedes?," Dime cómo llegar, sí, por supuesto, sal del hotel y gira a la izquierda."
 Siga recto por la calle Sutter y gire a la izquierda en Stockton.,"Es la tercera calle a la izquierda, Union Square estará justo frente a usted."
 No te lo puedes perder gracias y es un buen museo," Bueno, el SF MOMA es fantástico, perdón, ¿dónde dijiste SF MOMA, el de San Francisco?"
 Museo de arte moderno ¿dónde está en la calle 3? ¿A qué distancia está de Union Square?," No está lejos, son solo un par de cuadras. ¿Puedo caminar desde allí? Seguro que te llevará 10 minutos."
" minutos ¿puedes mostrarme en el mapa? Sí, Union Square está aquí y el museo está."," Aquí desde Union Square, bajas por Geary hasta el final y giras a la derecha, esa es la 3.ª."
 Baja por la calle 3 y verás SFMOMA a la izquierda. ¿A qué hora abre?, abre a las 1100 muchas gracias que tengas un buen día estoy
 Seguro que te encantará el museo que recibió," Disculpe, ¿puede decirme el camino a Union Square? Hola, ¿no lo sé?"
" No lo creo, Ali. Soy Brad Brad Martin de la oficina de Los Ángeles."," Soy amigo de Marc. Recuerdo que nos conocimos ayer en el hotel. Sí, eso es."
"Bien, Brad, lo siento mucho. No hay problema. ¿Qué estás haciendo aquí? Quiero ir de compras.", Estoy buscando union square pero estoy perdido
" ¿Dónde está Mark? Está en el hotel. Creo que tenía una reunión. Escucha, Ally, voy a..."," Te invito a tomar un café a delmonicos, tienen el mejor café de la zona."
 San Francisco y unas galletas increíbles y caminaré contigo hasta Union Square. ¡Guau!," Eso es muy amable de tu parte, ¿estás seguro? Es un placer, ¿de acuerdo? Genial."
" Soy terrible con las ciudades nuevas, siempre me pierdo. Me encanta tu acento británico."," ¿Puedo ayudarte? Sí, me gusta mucho este suéter. ¿Lo tienes en talla mediana?"
" Mira, lo tenemos en rojo en un tamaño mediano. No, lo quiero en negro. Un momento.", Iré a comprobarlo. Eres una talla mediana negra. ¿Quieres probártelo?
" No, gracias. Estoy seguro de que estará bien. ¿Cuánto cuesta? 43 38"," Dice 3999 sí, pero eso no incluye el impuesto a las ventas, son 85 adicionales."
" Vale, ¿aceptas MasterCard? Sí, por supuesto.","¿Puedo ayudarte? Sí, compré este suéter hace aproximadamente media hora. Sí, lo recuerdo."
" ¿Hay algún problema? Sí, he decidido que es demasiado grande para mí. ¿Qué talla es la mediana?"," Necesitas una pequeña, no veo ninguna aquí, ¿tienes más? Iré a comprobarlo."
 un minuto lo siento pero no tenemos otro en negro querido podemos," pide uno para ti, solo tomará unos días, no, me voy el sábado."
 Te gustaria cambiarlo por otra cosa," En realidad no. ¿Podría obtener un reembolso? No hay problema. ¿Tiene el recibo? Sí, aquí."
" Eres Ali, te ves genial como siempre, ¿cómo estuvo tu día?"," Buenos días, primero fui de compras y luego fui al museo de"
" Arte moderno ¿Qué te pareció? Fue maravilloso, pero no tuve suficiente."," Es hora de verlo todo, no importa, tal vez la próxima vez, qué noche tan encantadora."
" Hola Ali, ¿cómo van las compras? ¡Genial, gracias!"," ¿Soy yo y te gustó el museo? Espero que no te hayas perdido otra vez. Oye, a mí no me gustó."
"Sé que ustedes dos ya eran amigos, nos conocimos esta mañana, me perdí y estaba tratando de..."," Encontré Union Square y de repente apareció Brad, así que la llevé a mi casa favorita."
" Cafetería Ali, ¿qué te gustaría beber? Un cóctel, por favor, una margarita."," Qué buena idea, yo también tengo una, Mark. ¿Podrías traernos un par de margaritas?"
" Entonces, ahora soy el camarero. Cuéntame sobre el museo, Ali. ¿Cuál fue tu experiencia?", pintura favorita hola ¿cómo puedo ayudarte? ¿tienes alguna?
 analgésicos tengo dolor de cabeza lo siento no podemos darles medicamentos a nuestros huéspedes pero," Puedes llamar a un médico si quieres. No, está bien. No necesito un médico."
" Solo un resfriado, pero ¿hay alguna farmacia cerca del hotel?"," ¿Te refieres a una farmacia? Perdón, es cierto. Una farmacia. Seguro que hay una."
 Al otro lado de la calle gracias de nada," Buenos días, ¿puedo ayudarte? Tengo un fuerte resfriado. ¿Tienes algo que pueda llevarme?"
 ¿Qué síntomas tienes? Tengo dolor de cabeza y tos. ¿Tienes alguna?,temperatura no creo te duele la espalda no eres alergico
 A cualquier medicamento soy alérgico a la penicilina no hay problema, Estas son hojas de aspirina que te hacen sentir mejor ¿cuántas tengo que tomar?
 cada cuatro horas perdón con qué frecuencia cada cuatro horas si no lo haces, Siéntete mejor en 24 horas. Deberías ver a un médico. Gracias. ¿Cuánto cuestan?
