pregunta,respuesta
there someplace we can leave our bags certainly sir you can leave your bags,here with me here are your cards and we'll see you again later this evening
and i'll try to have a room with a queen-size bed for you thank you very,much you are going to help my pleasure i hope you enjoy your stay with us at the
grand plaza ordering room service,hello room service i'd like to get
something to drink a beverage or a cocktail sir I am not quite sure what,do you have we have a wide selection of both hot and cold drinks as well as
cocktails wines and beers have you had a chance to look at the room service menu,there should be one on your nightstand let me see yes i see the menu give
me a minute and i'll call you back okay thank you for calling room service hello,room service how may i help you hi i'd like a sandwich can you deliver that to
the pool I am sorry you will have to order that from the service bar at the,pool would you like me to transfer you you know i guess i'll just order it when
i get down there thanks anyway no problem i hope you enjoy your time at,the pool thanks bye hello room service hi i'd like a fruit plate and some
yogurt okay fruit plate and yogurt plain or strawberry what kind of fruit is on,the fruit plate melon a banana and some berries i'll have the plain yogurt
then okay sir and your room number room 412,anything else sir no thank you that would be 15 minutes thank you hello room
service hi I am sorry I am whispering my wife's in,the bathroom and i do not want her to hear okay sir how can i help you i was
wondering could you bring some wine and flowers up to our room mmm okay sir that,is no problem no i mean while we are out i want it to be here when we get back
from shopping yes i think we can do that do you know what time you'll be,getting back about 4:00 in the afternoon i could have the wine
delivered at say 3:45 would that be convenient yeah that would be great,okay sir have you made a wine selection no I am sorry i do not know much about
wines my wife likes red wines could you pick one out for us something not too,expensive certainly sir how about a nice bottle of burgundy
it will cost about $25 that sounds great and would you like some cheese and,crackers with then that's a great idea so flowers wine cheese and crackers at
3:45 this afternoon yes and what is your room number yes we are in the,honeymoon suite okay sir thank you for calling room service hey
thanks for your help my wife's coming by hello room service,hi this is mr. simmons in room 412 yes mr. simmons i just placed an order
for some fruit and yogurt could you send me some tea as well sure mr. simmons,i'll add that to your order thank you thank you bye
good afternoon how may i help you,hi I am universal see the city do you have any tours available yes we have
hi I am universal see the city do you have any tours available yes we have,several when would you like to take a tour saturday I am gonna be in business
meetings all during the week i have a free day on saturday well then we have,several tours planned for this saturday are you staying here at the grand plaza
hotel yes well then you'll be entitled to a ten percent discount on the tour,price and the tour van can be scheduled to pick you up here that sounds great
would you prefer to take a tour of the city or are you more interested in the,surrounding area the bay and coast is there much to see in evansville we have
two tours tour a is a morning tour which visit some of the main historical sites,of the city and ends with the cable car ride and lunch at the top of evans peak
well that sounds really very nice yes and we have a whole day tour to abby,which includes the sites in tour a plus an afternoon visit to the art gallery
and zoo into abby who had arrived back at the hotel in time for dinner okay,what about the tours outside of the city we have a tour that takes you to the
harbor and then on a boat ride around the islands and down the coast this tour,goes from 10 a.m. to 2 p.m. what about lunch lunch is served on the
boat yeah well that sounds good i have another question is there any way that i,can get a shuttle to the beach from here yes the hotel offers a shuttle service
to and from sandy cove the shuttles leave at 10:00 11:00 and 1:30 for sandy,cove and returned at 2 3 and 4:30 p.m. why do not you have a look at these
brochures for a moment while i answer the phone,hello tours at city eddings how may i help you
hi my name is dan barker my wife and i scheduled an all-day city tour with you,this saturday but I am afraid we are going to have to cancel my business meetings
have been extended ok mr. barker would you hold on one moment please,yes i see here dawn and diane barker for the saturday city tour would you like to
change your reservation to sunday perhaps mmm no I am afraid we have an,early flight out on sunday that is a shame
i see here that you have prepaid for your tour with your visa card yes that's,right could you credit my account yes i will
cancel your tour and have visa reimburse your account for the tour price minus,the $50 cancellation fee thank you very much I am sorry that you will not be able to
join the tour perhaps next time i am in evansville for business meetings again,next month well if i can be of service please let
me know i will goodbye now goodbye I am sorry about that,interruption is there a tour that you were interested in yes i was thinking
would it be possible for me to take the city morning tour tour a and still make,it back to the hotel on time to catch the 1:30 shuttle to the beach yes you
should get back at about 1 o'clock and we can reserve a place for you on the,beach shuttle so that they will be expecting you ok and it says here that
the tour a cost $125 is that correct yes plus tax,which brings the total to one hundred thirty two dollars the hotel beach
shuttle costs seven dollars and will be charged to your room okay,well i'd like to make a reservation for both the city morning too
and the 130 beat show okay then to our aim for this saturday sir your name is,paul simmons okay mr. simmons would you fill out this
information card open yes here you go thank you and mr.,simmons how will you be paying for this tour i'll pay with cash one hundred and
thirty two dollars was not it yes and here is your receipt,i will go and hit ahead and call the front desk and reserve a place for you
on the 130 beat shuttle for this saturday and what it will i made the,tour you can meet here for the tour and the 130 beat settle leaves from the
hotel porte cochere here take this complimentary city map and tour brochure,with you okay i will thank you thank you hello tours and city outings how may i
help you hi i'd like a book an airline ticket to,portsmouth for next tuesday I am sorry but we cannot make airline reservations
from this office you could try calling the airline or a travel agent thank you,i'll do that goodbye goodbye hello how may i help you
hi hello they told us at the front desk that you might be able to help us go,around town into some shopping yes ma'am we offer a city shopping tour on
saturdays what is the - am i here let me show you this brochure the two,leaves the hotel at 8:30 a.m. and we have a light breakfast at a cafe on the
main plaza that sounds like a very nice way to start the day from there a van,takes you on a brief tour of the dog downtown shopping district and points
out some of the highlights and unique shops that lasts until about ten o'clock,when we stop for coffee at the cafe george knowing where the different shops
are could save us a lot of time and walking after coffee we were free to,shop until 12:30 when we will meet again for lunch at the president park grill
the president park row i've heard of it they supposed to have very nice lunch,buffet at two o'clock we travel out to the harbor district where we have a
brief tour of the shopping district then you are free to shop until 5:30 when the,van returns to the hotel that sounds very nice what do you think suzy sounds
great mom but you talked about wanting to see a show if we are going shopping,all day are we going to still want to see a show
it is what we still be able to see you show actually many people reserved,tickets for the marx theatre down in the harbor district why is that well that
way they can have dinner on the harbour after shopping and stay to see the show,but how do they get back to their hotel you can take a taxi back to the hotel
after the show what do you think suzy i do not know i do not want to carry,whatever we buy to dinner and then to the theater that is no problem you
can always send your bags back to the hotel with the shopping tour van from,that case it sounds like a good idea what show is playing at the marx theater
right now katz let's do it mom i've been,wanting to see cats for a long time this how much with the shopping tour and
tickets to cats for to cost for the shopping tour which includes both,breakfast and lunch and orchestra seats in the center section for cats the total
price would be three hundred and twenty-five dollars including tax can i,pay for that my credit card yes you can mrs. rafferty if you would sign here
please the shopping tool will meet in the lobby,and your tour guide mrs. swan will have your tickets for cats for you be sure to
bring this receipt with you I am so excited,me too thank you very much thank you i can be of any help please feel free to
me too thank you very much thank you i can be of any help please feel free to,call good bye good bye good bye
good evening can i help you sir yes thank you,my name is paul simmons I am looking for don barker i was supposed to meet him
here at 6:15 don barker let me see ah yes mr. barker has a reservation for,two at 7:15 right 7:15 would you mind if i wait for him
here at the restaurant no problem sir just follow me please hello charley's,grill how may i help you hi i'd like to make reservations for sunday dinner just
a minute please let me get sunday's reservation book okay your name is,woodward janet woodward and what time will you be arriving about 6:30 and how
many people do you expect in your party about seven or eight I am not sure if my,mother will be able to join us or not i'll put you down for 8:00 thank you so
that's woodward party of eight for 6:30 sunday yes thank you we look forward to,seeing you then goodbye sorry to keep you waiting
would you like a table for two no for although i believe we have a reservation,what is the name please dick greene dick greene
ah yes i see it here green a table of four at 7:30 the rest of your party has,not arrived yet but your table is ready would you like to be seated yes thank
you i believe the greens will be here any moment,follow me please welcome to charli's may i help you we have a reservation for
green big green 7:30 party of four yes mr. green the other members of your,party have already arrived let me show you to your table
welcome to charli's may i help you hi is there a mr. paul simmons here waiting,for me I am dan barker the bartender told me to look for him here ah yes mr.
barker we have a reservation for you at 7:15 mr. simmons arrived only a few,minutes ago let me show you to your table thank you
minutes ago let me show you to your table thank you,good evening sir my name is alex and
i'll be your waitress this evening can i get you something to drink while you,wait yes that'd be great i'll have a ginger ale one ginger ale
i'll be right back howdy done hi paul nice to see you although it seems we,have a bit of a mix-up sorry about that i thought we are gonna meet it 6:15
my mistake no problem here's your ginger ale sir thank you can i get you,something to drink sir sure i'll have a heineken one heineken i'll be right back
to take your order are you ready to place your order i think so can you tell,me what is the soup of the day cream of asparagus hmm okay i'll have a cup of
cream of asparagus soup and t-bone steak okay sir,and how would you like your steak done medium-rare please medium-rare would you
like a baked potato or french fries baked potato on your salad would you,prefer french italian blue cheese are the house dressing french please okay
sir that is one t-bone steak with a baked potato and with french dressing on,your salad and one cup of asparagus soup yes thank you for you man i'll have the
chef's salad can you tell me what is the house dressing right yes ma'am it is a,fresh vinaigrette i'd recommend it is quite good it sounds good to me
i'll take that does bread come with my salad yes ma'am good,and then what can i get for you miss can you tell me what is this indian curry
this is a chicken curry made with potatoes carrots and onions and is,served on a bed of rice it is a very spicy it is a bit spicy but i can ask
the cook to make it less spicy for you if that's what you prefer no that's okay,as long as it is not too spicy no ma'am so one indian curry and this what can i
get for you i think i will have the western burger and french fries okay one,western burger and fries how do you like your burgers well-done please and may i
have a coke yes one coke is there anything else i can get for you no i,think that will be off okay then i'll be right back with your coke thank
you thank you here you go sir are you ready to order done yes i i,believe so let me see what is the catch of the day today's catch of the day is
the sea bass and the chef's special blackened chicken hmm i think i'll have,the sea bass can i have it rolled with the lemon butter sauce
sea bass broiled would you like mixed vegetables or the tossed salad with that,i'll have the mixed vegetables that also comes with a baked potato or rice pilaf
i'll have the rice pilaf okay that is the broiled sea bass with rice pilaf and,mixed vegetables and for you sir i like the sound of that blackened chicken that
also comes with a baked potato or the rice all of the baked potato and a salad,we have a choice of french italian blue cheese or the house vinaigrette for your
salad blue cheese and you have croutons on the salad yes sir i'll take an extra,of those please no problem sir that's black and chicken with a baked potato
salad with blue cheese dressing and extra croutons yes thank you,and i'll have another ginger ale one ginger ale thank you
police everything very good thank you the blackened chicken was delicious I am,glad to hear that is there anything else that i can get for you don is there
anything else yes i'll have another beer okay and i'll,have another ginger ale with that along would you bring the bill back as well
please one heineken and one ginger ale i'll be,right back thank you and here's your bill sir i'll take that
when you are ready just a minute please excuse me what is this charge for here,that's for the water sir okay here you go i'll check
that's for the water sir okay here you go i'll check,okay so i'll be right back thank you
good morning good morning mrs. brogan how are you this morning,not very well i slept poorly I am sorry to hear that do you have any
messages for me let me check this is for you mrs. brogan it just arrived this,morning thank you this is bad news
I am going to have to fly up to parkersville my husband is not able to,meet me here and I am sorry to hear that I am going to go back upstairs and
pack my bag could you send a boy up for them in half an hour,certainly ma'am and could you get my bill ready i'll want to charge it to
broken enterprises as usual yes mrs. brogan thank you i'll be ready,in half an hour she was not rush yes mrs. brogan is
usually in a hurry good morning ma'am how may i help you this morning mrs.,anne rafferty in room 1206 and i'd like to check out ok mrs. rafferty just
one minute and i'll get your bill for you i hope you had a pleasant stay here,yes we have thank you in addition to the charge for the two nights you'll see
that there is a charge for a couple of local phone calls you made as well as a,call to rapid city yes we made those calls ok then if everything is in order
please sign here can i get you a cab,thank you you are going to take the shuttle to the airport
have a nice trip and i hope we will see you again at the grand plaza i think you,will what is your favorite food i love
hamburgers do you like pieces yes of course I am a,big fan of pieces or no i do not i cannot stand pieces what would you like to eat
i'd like to have meap steak and salad now remember usually if we save food any,kinds of food in general like hamburgers or peas or something like that we have
to say in blue or form that means hamburgers or peas errs okay or like,what would you like to eat meat steak and salad usually it goes in propulsion
so when you go to the restaurant and you order food you do not have to say the,pool from to say if steak or a seller or or pizza or something like that but when
you say food in general you have to say it in blue oval hamburgers or pieces do,you prefer beef or pork i prefer beef i prefer i prefer beef how
do you like your lamb i like it grilled do you like to eat stir fried duck yes i,really love it it is delicious no i do not i like it roasted what do you
want - what do you want what do you want sorry what do you want to have for lunch,what do you want to have for lunch i want to have fried chicken i want to
have fried chicken okay so that's over today thanks good bye see ya,text
unit one greeting customers good afternoon,has anyone helped you yet no not yet what could i do for you I am looking for
some socks what kind of socks well i'd like to buy some warm winter socks,I am sorry all we have is thin dress socks do you know where i can buy winter
socks yes there is an outdoor clothing store located on the third level okay,i'll try there thanks for your help you are welcome hello hi can i help you
find something sure I am looking for a tie all of our,ties are in the middle aisle thank you you are welcome
well by the way are any of your ties on sale yes all of our silk ties are on,sale today do you have any thin ties i prefer the thin style yes we do
although we do not have many left you will find some located on the back rack,one more question do you have any solid color ties without
any designs no I am so sorry we do not all of our solid colors have been sold,good morning may i help you not quite yet I am still looking ok let me know if
you have any questions sure thanks excuse me do you have any items on sale,today yes our men's clothing department has a sale
on belts and where's the men's clothing department go straight ahead and turn,left ok thanks and have a nice day thanks you too
unit 2 asking for more information hi do you need any help,yes could you tell me how much this shirt cost this shirt is nine ninety
five that's a very reasonable price do you have this one in black I am sorry,we only have this shirt in four colors gray pink blue and green i like the one
in green but do you think the color spade the colors will definitely not,fade these are pre washed shirts i would like the one in green please but can you
tell me do you have a size xxl I am buying this shirt from my husband and my,husband is very big I am sorry we only have four sizes of this shirt small
medium large and extra-large could i see the extra-large please sure here you are,i think this will fit my husband it is 100% cotton i wonder if it will shrink
after a few washes ma'am these shirts are preshrunk so you do not need to worry,about shrinking it that's good i will take this one please
okay that will be 995 here you go thank you so much for your,help you are welcome just one moment please for your change and your receipt
hello has anyone taken care of you yet no not yet,could you help me find a pair of jeans please sure what style do you like
i like the loose-fitting style and what is your size my waist size is 29 inches,what length are you looking for approximately 30 inches and what color
do you like we have black light blue and navy blue i,like the navy blue you might be interested in these yes i like this
style very much they are very popular we sell a lot of them can i try them on yes,of course the fitting rooms are over there to your left
hello can i help you with something yes please I am looking for some ties well,you are in luck because we have some ties that are on sale today
really which ones well the ties on this rack are thirty to fifty percent off and,the ties on this rack are sixty percent off
do you have any silk ties yes we do we have some ties that were made in,thailand really can i see a few sure they are on
sale for thirty to fifty percent off to which do you like,solid colors stripes or designs well i prefer solid colors okay how about these
these are nice but do you have a wide tie and I am sorry we only have the thin,style that's okay i'll take these
unit 3 asking for advice is there anything i could help you with yes I am,going to a friend's house warming party and i would appreciate some suggestions
on what gift to buy sure how about some detergents and utensils to help clean,the house I am sure other people will also buy detergents what about a nice
fruit basket it is simple no i was thinking about,getting them something more useful around the house is your friend a man
yes perhaps he likes fixing things around the house maybe you could get him,a set of tools that's a great idea i'll get him a toolbox you can find it in the
hardware section located on the third floor ok thank you so much you are,welcome hello what can i do for you well I am
looking for a new outfit for this weekend okay um may i ask what the,occasion would be yes it is a casual party would this be for
yourself yes okay what price range are you thinking about I am looking to spend,between 150 and 200 dollars hmm well we could start by looking at some pants hmm
i like these navy blue slacks how much are they these are $60 would,you like to try them on yes please i really like these slacks what color
shirt would go well with them well if you are really brave i would recommend,this red shirt do you have anything else hmm we have these silk shirts hmm how
much are they the silk shirts are $60 would you like to try them on yes please,i like the texture of silk but i think these shirts are too tight for me do you
have anything with a loose fit yes do you like this loose fit shirt yes i do,i'll take the black-and-white one please okay huh
but do not you think this one is nice too please i think I am done here okay very,well please pay at the cashier counter over
there thank you very much for your help sure,may i help you yes father's day is approaching and i'd like to get a gift
for my dad do you have any ideas for a gift not,really i thought i'd shop around for some ideas first how about some clothing
no not clothing i get them clothing every year this year i want you to do,something just a little bit different would you like to look at our men's
accessories sure what do you suggest that depends does your father wear suits,yes he has a businessman he wears suits every day then would you like to look at
our tie clips or cufflinks that sounds great let's see your cufflinks sure step,over the counter with me and i'll show you what we have unit for asking for
discounts good afternoon is someone taking care of you no not yet could i,ask you about the prices for these shoes yes which shoes are you interested in
I am interested in these two pairs of shoes the first pair is $65 and the,second pair which just arrived yesterday is $85 they are quite expensive could you
give me a discount I am sorry sir the prices are fixed throughout this store,could you give me a discount if i bought both pairs of shoes I am really sorry sir
but there is no bargaining in this store okay a discount really would have helped,me to buy both pairs of shoes sir if you need shoes with lower prices i could
show you some no that's okay i'll take this pair all right then that will be,$85 good morning how are you I am very well
thank you i would like to direct your attention to,the televisions they are very nice the overall design is very modern and sleek
how much are they well the 14 inch the 20 inch and the 21 inch are 110 180 and,210 respectively hmm i really like the 21 inch do you give
discount the you tvs are already on sale these prices are sales prices 20% off,the regular price but i was expecting bigger discounts I am sorry and i should
mention to you that this is a special promotion sale for a limited time only,hmm maybe i should wait for a clearance sale you could do that but the model you
want we no longer be in stock okay it is a little bit expensive but i'll go for,the 21 inch hello how may i help you i have come to
buy the new sony stereo which was advertised in the newspaper last week ah,that's just right over here the price for the new model was advertised at a
hundred and seventy nine dollars but the price on the price tag shows one hundred,and ninety-nine dollars yes the $179 was for the weekend sale the weekend's over
now but i came in expecting it to be a hundred and seventy nine dollars I am,sorry ma'am but as you have missed the weekend sales period I am afraid i cannot
offer you the weekend sales price let me talk to the manager okay one moment,please hello simon yes can you help me with
some customer service please over at sony thank you one moment please,good afternoon how can i be of service to you i came in expecting to buy the
new sony model for the advertised price of a hundred and seventy nine dollars,but your salesperson tells me i have missed the sale period see it is correct
that the sale price was only for the weekend however if you purchase the,stereo for the regular price of $199 what i could do is give you discount
coupons for your next purchase at our store okay thank you,then i will take the stereo and the discount coupons great
unit five bargaining okay how can i help you yes i'd like to buy a new gsm,phone with internet capabilities hmm i think this panasonic would be the best
phone for you how much is it it is only three hundred and seventy five dollars,well huh that's too expensive the last panasonic model that i bought
was only two hundred and fifty dollars yes well the internet capability has,pushed up the cost of phone really three hundred and seventy five dollars is not
that expensive well could you lower the price to three,hundred no the best i can do for you is three hundred and forty okay i'll take
this new panasonic model good morning how are you I am fine how is business,business is going good how is your business doing our business is not so
good everybody in the market is reducing the prices hmm have you lowered your,retail prices not yet but when we do we would like to ask for you to reduce your
prices to us mmm how much of a reduction in price do you need well everybody else,is reducing their prices between ten and fifteen percent
mm-hmm well as you know costs are increasing it will be very difficult for,us to reduce our prices well as you know if we cannot remain competitive we will
lose our business yes well we understand and we want to work with you however we,simply cannot cut our prices by 10 to 15 percent
what is the best deal that you could offer us well we could reduce your,prices by five percent and if you buy more than 50 units we can give you an
additional five percent discount fair enough deal hello how can i help,you I am looking to buy a car for my wife hmm did you have a specific model in
mind yes I am most interested in the saloon ax,with automatic transmission and full option package that's a very popular
model at the moment the price is thirteen thousand five,hundred dollars that seems quite expensive is it possible you could give
me a discount the best we could do is thirteen thousand two hundred dollars,additionally we will also include $300 worth of shopping coupons at central
department store maybe you could throw in a spoiler and other accessories or,perhaps you could absorb the cost of insurance i'll have to check with my
manager please hold on for a moment in addition to the $300 discount and the,$300 shopping coupons we will also include the spoiler and a cd player as
for the insurance you'll have to pay for that yourself okay thank you very much,i'll take the salute great come this way someone will show you to
sign the necessary forms unit six mistakes about a price,excuse me could you help me for a moment
certainly what can i do for you well i think there might be some mistakes about,foam prices in your store really can you tell me some more details about this
mistake yes well the price quoted on a special,advertisement for this phone was twenty-five dollars but the tag on the
phone says thirty dollars what is the correct price i do not know but I am going,to check one moment please you are right
this feeling should only be $25 I am so sorry about the confusion I am gonna find,out who is responsible for this mistake and have it corrected right away thank
you thank you for helping us good afternoon good afternoon will this be,all yes just one pair of pants that will be $39.99 wait a second i thought the
sign back there said $29.99 for these pants really let me try to rescan the,barcode and see the computer still shows the price of $39.99 let me check with a
floor salesperson please wait a moment thank you sir,the price is $39.99 you may have misread the prices okay well is it possible to
cancel this purchase i would like to look for another pair of pants sure,thank you you are welcome we are a help in yes I am looking for the
ralph lauren cosmetic set great you are in luck,we still have three steps left great i will take one please it comes with a
complimentary bag how nice is there more than one color for the bag actually we,have two colors silver and black which one would you like i'll take the black
one please great that will be $85 excuse me,according to the advertisement in elle magazine this month one set cost $65 yes
the ad quotes $65 for the set but you must bring the,ad in order to receive the discount let me check with my manager whether we can
still give it to you with a discount the manager has agreed to give it to you,for $65 thank you so much you are welcome unit seven how will you be paying can i
help you find anything else now that should do it how would you like,to pay today do you accept mastercard no I am sorry we
only accept visa or american express all right then i'll pay with my visa card,okay wait a moment please I am sorry this card has been denied i
wonder what the problem is well the computer indicates to contact your bank,all right i'll do that immediately it looks like i'll be paying with cash
today I am so sorry for the trouble it is quite all right have you found what you,were looking for sir yes i have thank you I am ready to pay will you be paying
by cash or credit credit please,I am very sorry there seems to be a
problem with your credit card the transaction is not going through really,what is the matter I am not sure the computer notes to contact your bank can
you try the card again sir i already tried the transaction three times i,still received the same message all right well can you try this card sure
wait a moment okay this one works just fine,your total is 28 18 please sign the receipt right here thanks sorry for the
confusion not a problem may i help you sir is this tie on sale,what how much is it it is $14.99 can i pay with my visa card sure here you go
thank you could you please sign here okay here's,your receipt thank you please come again
unit eight exchanging merchandise could i help you yes i'd like to return these,shoes please what seems to be the problem well the
sole is coming off of the right shoe really do you have a receipt yes i do,you may exchange the shoes for any item with the same price actually i like
these shoes very much could i exchange them for another pair of course you may,although do you have the same style of shoes in a darker color
let me check our stock yes we carry a black pair and a navy blue pair great,i'll exchange these for the navy blue pair please may i help you
i'd like to return this shirt I am sorry we only have an exchange policy,what is your exchange policy you can exchange this item for any item
equivalent to the shirts price i in that case i may browse around a bit sure feel,free take your time thank you i do not see anything else i like is it possible
to get the same shirt but only one size larger sure i'll look for one size,larger I am sorry we do not have this color but
we do have this size in other colors all right then i'll look at some other,colors okay let me know if you are interested in anything you see thank you
hello man may i help you yes i bought this purse last week and,now this liquid does not work properly can i get my money back
I am so sorry ma'am but our store does not have every fun policy he may,exchange it for another purse do i have to get another purse no not actually you
can exchange it for any item of equal price well that sounds good may i take a,look around yes of course take your time could i see some of your woman's wallet
yes actually yes really we just received a shipment of some really nice leather,wallets for men and women may i see the wallets that snap closed sure what color
would you like brown or black brown sounds nice,follow me please unit 9 making sales on the phone hello p&j flowers this is
stephanie speaking hello i would like to order a dozen roses would you like it in,a box or a bouquet i would like a dozen red roses in a box with a card that says
i love you from lee how sweet would you like anything else with it perhaps the,box of chocolates or a teddy bear no thank you
when are you going to pick it up no i would like those delivered by 7:00 p.m.,to miss melanie larson at 1:33 sequoia lane in glendale could you pass the koya
for me certainly s eq uoy a thank you the delivery will be arranged excuse me,how much is that that will be $70 okay since I am not in town can i pay by my
visa card sure may i have your credit card information yes my name is lee king,i'll use my visa card the number is seven five four three two eight one one
three zero four nine seven two two seven that expires december 25th 2002 thank,you very much thank you hello ma books this is claire speaking
how can i help you yes I am looking for j are our tokens lord of the rings trilogy,do you have it in stock just a moment while i check our
inventory sir yes we have the trilogy in stock you'd like it one set i assume,actually i would like two sets please okay two sets at $17 each plus four
dollars for shipping comes to $38 may i have your credit card information yes my,name is andrew arnold and i'll be using mastercard the credit card number is
seven one six zero four two one eight nine three nine seven one four three two,with the expiration date july 15th 2004 i also need your home address phone
number and email please okay my address is 10/4 parkwood baltimore and my phone,number is 4 1 0 4 8 8 3 2 9 7 ok may i have your zip code please my zip code
is 2 1 2 0 6 and your email my email address is m f l i am s at hotmail.com,great ok i'll get those books out today and you should receive them within the
next 3 days thank you you are welcome,and thank you for shopping at ma books goodbye
hello pianist is and speaking how may i help you i would like to order set menus,for five please yes we currently have a regular five course menus price of five
dollars your choice between beef chicken a vegetarian or a fish menu and what is,included in the five course meals while there is rice soup a stir-fried dish a
main course and a dessert hmm how long would it take to deliver the,delivery time ranges between 10 to 30 minutes depending on the location where
would you like them to be delivered to the address is the national bank on the,second floor of the mm building on thompson street and may i have your
phone number please yes it is five eight five nine two three four eight the total,bail will be $25 please have it ready thank you thank you for eating pns bye
bye bye unit 10 dealing with an unsatisfied,customer good morning man help you yes i would like an explanation on how
the extra large shirt that i bought two days ago now looks like an extra small,shirt after just one wash sir may i see the shirt yes you may see the extra
small shirt it is amazing how much it is shrunk yes it is it is now the,right size for my young son sir did you read the washing directions before you
did your laundry no i just washed it in hot water with all the rest of my,clothes sir the washing directions clearly indicate that you do not wash it
in hot water really yes I am sorry I am afraid there's nothing i,can do to help you well then i guess my son has got a new shirt has anyone
waited on you yet man not yet what can i help you with i,purchased this shirt for my husband last week and i'd like to return it what is
the problem with the shirt well i washed it once and the colour has,faded did you follow the washing instructions on the shirt tag of course
i did exactly what the instructions indicate to do do you have a receipt,yes here it is I am not too happy about this because when the colour faded it
ruined some of the other clothing I am very sorry to hear that,the only thing i can do is refund the price with a shirt at least you can do
that thank you all right could you please fill out the return form like i,have i you we they and bloor now we use half okay i have
we have but four she hate it and singular now we use hosta side she has,my dad has remembered i have one house i have a house she has one apple she has
an apple we have six cars my dad has three watches my phone number,is eight four nine eight seven eight three nine six eight our apartment is on
the fifth floor the fifth floor the fifth floor it was the first time i met,him how old are you I am 20 years old I am 20 years old how many students are there
in your class how many students are there in your class there are 15,students in my class can we meet this sunday there nineteenth sure is fine for
me or sorry I am busy on that day one more time how old are you I am 20 years,old how many students remembers the students are there in your class
remember claw clasp there are 15 students in my class can we meet this,sunday the 19th sure it is fine for me sorry I am busy on that day honey i'll go
out now honey i'll go out now you can say go out now or you can say quickly go,out now go out here usually the tea a word that ends with tea and then the
next word begins with a consonant usually you do not have to say tea here,you can say quickly okay go out now you can pause a little bit go
out now i'll go out now honey i'll go out now,where will you go i'll go to the shop be more i'll i'll go to the shop be more or
i'll go to the shop be more do you need to buy something do you do you need to,buy something do you need to buy something yes i'll buy choices and i use
yes all bad choices in high heels i'll go with you i'll go with you i'll go,with you i think i need some nude sucks i think i need some new socks which one
i'll go with you i think i need some new socks,i'll buy and take them home for you i'll i'll buy and take them home for you so
will you go there alone so will you go there alone no i'll go with jean one of,my best friends no i'll go with jean who one of my best friend ok when will you
come back ok where will you come back well after shopping aisle i will meet,another friend well after shopping i'll meet another
friend and i'll have dinner with her and gin and i'll have dinner with her in,jean so i think i'll come back by 10:30 so i think i'll come back by 10:30 or so
text,david help me this box is too heavy
just a moment mary that's okay dad i can help mom thanks tina hmm I am so tired i,am to mary but there are a lot more boxes out there to be moved hi my name
is joe williams and this is my wife soon we live in the next apartment hello joe,hello sue my name is mary white nice to meet you
you must be the new family living in this apartment yes we are would you like,to come in joe and sue williams this is my husband david and our daughter tina
hi joe nice to meet you hi susan i hate you hello mr. and mrs.,williams it is very nice to meet you so can we help you you have so many boxes
you do not mind we do not mind at all we are happy to help our new neighbors,good morning david
good morning joe how are you this morning I am fine thanks and you i am,a little bit tired well me too we worked very hard last night yes we did thanks
for your help you are welcome david david and mary i,would like you to meet this family this is bill smith his wife kathy and their
son jack I am david white nice to meet you nice to meet you too david good,morning mary I am kathy good morning nice to meet you this is lovely furniture
thank you it was my mother's yeah would you like to sit down sure mom what,should i do this box hi I am tina hi my name is jack do you guys live here
too yeah i moved in yesterday great great other very next door good,because i do not know anybody else here tina come here i would like you to meet
bill and cathy smith nice to meet you mary you have a lovely daughter thank,you she has not only lovely she has shy also
hello this is the white residence hello may i please speak with mary this is,mary speaking hi mary this is sue how are you today
I am fine sue how are you I am fine I am sorry to bother you are you busy,not too busy I am cleaning the apartment right now listen mary i was wondering
do you want to join kathi and me today where are you going we both need to buy,some food at the supermarket great i am so happy you invited me to join you
why is that mary because i do not have any food in the apartment i think you,really need to go then yes i agree with you i know tonight david and tina will
be very hungry if i do not have any food from the supermarket good so um cathy,and i will go at 12 o'clock is that a good time for you I am sorry i have a
hair appointment at 12 o'clock how about i meet you at the supermarket at 1,o'clock sure so cathy and i will see you at the
supermarket at 1 o'clock ok that sounds good sue i'll see you then,goodbye goodbye
hi mary hi have you finished moving everything into,your apartment yes i've been busy cleaning all day
trying to get all of my housework finished I am so glad to have a new,neighbor who's so friendly yes i am so happy we moved here i am so glad to have
many friendly neighbors i talked to sue today on the telephone and she asked me,to join you and go to the market together that's great I am glad you'll
be joining us yes me too i have no food in the apartment so i'll see you at 12,no actually i'll meet you at 1 o'clock there although i forgot to get
directions from sue ok it is very easy to get to the supermarket i can tell you,ok just a moment first you go straight on main street for about one mile uh-huh
at the 2nd traffic light turn left onto grayson avenue after you turn left go,straight about four blocks four blocks the supermarket will be on your
right-hand side it is very large so you'll see it easily okay let me repeat,this to make sure i have the directions correctly alright go straight on main
street for one mile turn left onto grayson avenue after the second traffic,light go for blocks and the supermarket is on the right-hand side that's exactly
right so i'll see you there okay i'll see you there cathy but by me my,that was a funny story just put those over there beside the
sink by the sink yes over there mary what should i do with the salt and,pepper you can put that beside the stove and talk about these vegetables those
can go in the refrigerator do you want this fruit in the refrigerator also know,that can go above the microwave and how about these cans of food these can go
above the sink mary what about this bottle of soap that can go under the,sink wow mary i think you have got enough stuff here for a whole month yes i think
so i do not want to have to go to the supermarket again for a long time caring,about the bread where should i put the bread that can go above the microwave
